LOC_ID,protein_name,gene_set,n_samples,n_at_floor,frac_samples_at_floor,floor_flag
LOC134685672,Buccalin [Cleaved into: Buccalin-D; Buccalin-E; Buccalin-F; Buccalin-G; Buccalin-H; Buccalin-A; Buccalin-I; Buccalin-J; Buccalin-K; Buccalin-L; Buccalin-B (BUCb); Buccalin-M; Buccalin gene-predicted acidic peptide A (BGPAP A); Buccalin-N; Buccalin-O; Buccalin-P; Buccalin-Q; Buccalin-R; Buccalin-C; Buccalin-S; Buccalin gene-predicted acidic peptide B (BGPAP B)],DEG_union,46,0,0,ok
LOC134685676,Aldehyde dehydrogenase family 3 member B1 (EC 1.2.1.28) (EC 1.2.1.5) (EC 1.2.1.7),DEG_union,46,0,0,ok
LOC134685686,NA,DEG_union,46,0,0,ok
LOC134686024,NA,DEG_union,46,0,0,ok
LOC134686220,NA,DEG_union,46,0,0,ok
LOC134686279,Mesencephalic astrocyte-derived neurotrophic factor (Arginine-rich protein) (Protein ARMET),DEG_union,46,0,0,ok
LOC134686501,Histone deacetylase 1 (HD1) (EC 3.5.1.98),DEG_union,46,0,0,ok
LOC134686582,Nuclear factor interleukin-3-regulated protein,DEG_union,46,0,0,ok
LOC134686651,NA,DEG_union,46,0,0,ok
LOC134686718,"Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein) (PTP)",DEG_union,46,0,0,ok
LOC134686737,NA,DEG_union,46,0,0,ok
LOC134686740,NA,DEG_union,46,0,0,ok
LOC134686747,Headcase protein homolog (hHDC),DEG_union,46,0,0,ok
LOC134686763,Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37),candidate,46,0,0,ok
LOC134686818,NA,DEG_union,46,0,0,ok
LOC134686829,Chloride intracellular channel Clic,DEG_union,46,0,0,ok
LOC134686831,Cytochrome b-245 heavy chain (EC 1.-.-.-) (CGD91-phox) (Cytochrome b(558) subunit beta) (Cytochrome b558 subunit beta) (Heme-binding membrane glycoprotein gp91phox) (Neutrophil cytochrome b 91 kDa polypeptide) (gp91-1) (gp91-phox) (p22 phagocyte B-cytochrome),DEG_union,46,0,0,ok
LOC134686834,NA,DEG_union,46,0,0,ok
LOC134686847,Synapse-associated protein 1 (BSD domain-containing signal transducer and Akt interactor protein) (BSTA),DEG_union,46,0,0,ok
LOC134686865,Zinc finger C3H1 domain-containing protein (Coiled-coil domain-containing protein 131) (Proline/serine-rich coiled-coil protein 2),DEG_union,46,0,0,ok
LOC134686956,Transcriptional enhancer factor TEF-1 (NTEF-1) (Protein GT-IIC) (TEA domain family member 1) (TEAD-1) (Transcription factor 13) (TCF-13),DEG_union,46,0,0,ok
LOC134686981,Ras-related protein Rab-21,DEG_union,46,0,0,ok
LOC134686986,Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (p100 co-activator),DEG_union,46,0,0,ok
LOC134687008,Eukaryotic translation initiation factor 2 subunit 3 (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma) (eIF2-gamma),DEG_union,46,0,0,ok
LOC134687106,NA,DEG_union,46,0,0,ok
LOC134687121,CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4 (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase) (Glucose-repressible alcohol dehydrogenase transcriptional effector),DEG_union,46,0,0,ok
LOC134687143,Soma ferritin (EC 1.16.3.1),DEG_union,46,0,0,ok
LOC134687154,Trithorax group protein osa (Protein eyelid),DEG_union,46,0,0,ok
LOC134687173,Unconventional myosin-VI (Unconventional myosin-6),DEG_union,46,0,0,ok
LOC134687318,Ras-like protein family member 12 (EC 3.6.5.2) (RAS-like protein Ris),DEG_union,46,0,0,ok
LOC134687369,SH3 and multiple ankyrin repeat domains protein 2 (Shank2) (Cortactin-binding protein 1) (CortBP1) (Proline-rich synapse-associated protein 1),DEG_union,46,0,0,ok
LOC134687394,Charged multivesicular body protein 1b (Chromatin-modifying protein 1b) (CHMP1b),DEG_union,46,0,0,ok
LOC134687436,Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP),DEG_union,46,0,0,ok
LOC134687455,"ATP synthase subunit O, mitochondrial (ATP synthase peripheral stalk subunit OSCP) (Oligomycin sensitivity conferral protein) (OSCP)",DEG_union,46,0,0,ok
LOC134687471,Circularly permutated Ras protein 1 (DdiCPRas1),DEG_union,46,0,0,ok
LOC134687472,Src substrate cortactin (Amplaxin) (Oncogene EMS1),DEG_union,46,0,0,ok
LOC134687523,NA,DEG_union,46,0,0,ok
LOC134687560,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1),candidate,46,0,0,ok
LOC134687586,"5-aminolevulinate synthase, non-specific, mitochondrial (ALAS-H) (EC 2.3.1.37) (5-aminolevulinic acid synthase 1) (Delta-ALA synthase 1) (Delta-aminolevulinate synthase 1)",DEG_union,46,0,0,ok
LOC134687618,NA,DEG_union,46,0,0,ok
LOC134688021,Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1),DEG_union,46,0,0,ok
LOC134688189,Ras-related protein Rab-23,DEG_union,46,0,0,ok
LOC134688241,NA,DEG_union,46,0,0,ok
LOC134688291,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (BRG1-associated factor 57) (BAF57),DEG_union,46,0,0,ok
LOC134688313,Excitatory amino acid transporter 2 (GLT-1) (Sodium-dependent glutamate/aspartate transporter 2) (Solute carrier family 1 member 2),DEG_union,46,0,0,ok
LOC134688350,"Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein) (pp68)",DEG_union,46,0,0,ok
LOC134688383,NA,DEG_union,46,0,0,ok
LOC134688431,NA,DEG_union,46,0,0,ok
LOC134689809,MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2),DEG_union,46,0,0,ok
LOC134689920,Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha),DEG_union,46,0,0,ok
LOC134690485,"Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein) (PTP)",DEG_union,46,0,0,ok
LOC134690636,Glutathione S-transferase 1 (EC 2.5.1.18) (GST class-sigma),candidate,46,0,0,ok
LOC134690687,Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1),DEG_union,46,0,0,ok
LOC134690734,Transketolase-like protein 2 (EC 2.2.1.1),DEG_union,46,0,0,ok
LOC134690790,NA,DEG_union,46,0,0,ok
LOC134690801,Protein transport protein Sec61 subunit alpha isoform 2 (Sec61 alpha-2),DEG_union,46,0,0,ok
LOC134690824,NA,DEG_union,46,0,0,ok
LOC134690825,NA,DEG_union,46,0,0,ok
LOC134690892,"NAD(P) transhydrogenase, mitochondrial (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase) (Pyridine nucleotide transhydrogenase)",DEG_union,46,0,0,ok
LOC134690993,Protein SSUH2 homolog (Protein ssu-2 homolog),DEG_union,46,0,0,ok
LOC134691016,Sortilin (Neurotensin receptor 3) (NTR3) (mNTR3),DEG_union,46,0,0,ok
LOC134691023,NA,DEG_union,46,0,0,ok
LOC134691060,Methenyltetrahydrofolate synthase domain-containing protein,DEG_union,46,0,0,ok
LOC134691069,Proteasome inhibitor PI31 subunit,DEG_union,46,0,0,ok
LOC134691203,Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (Upf2),DEG_union,46,0,0,ok
LOC134691212,NA,DEG_union,46,0,0,ok
LOC134691221,Glutathione S-transferase A (GST-A) (EC 2.5.1.18) (GST class-theta),candidate,46,0,0,ok
LOC134691226,Mediator of RNA polymerase II transcription subunit 30 (Mediator complex subunit 30) (TRAP/Mediator complex component TRAP25) (Thyroid hormone receptor-associated protein 6) (Thyroid hormone receptor-associated protein complex 25 kDa component) (Trap25),DEG_union,46,0,0,ok
LOC134691273,Insulin receptor substrate 1-B (IRS1-B) (xIRS-1-B) (XIRS-L'),DEG_union,46,0,0,ok
LOC134691331,Aspartyl/asparaginyl beta-hydroxylase (EC 1.14.11.16) (Aspartate beta-hydroxylase) (ASP beta-hydroxylase) (Peptide-aspartate beta-dioxygenase),DEG_union,46,0,0,ok
LOC134691436,Elongation factor 1-alpha (EF-1-alpha) (EC 3.6.5.-),DEG_union,46,0,0,ok
LOC134691441,NA,DEG_union,46,0,0,ok
LOC134691555,Ectopic P granules protein 5 homolog,DEG_union,46,0,0,ok
LOC134691568,Fibulin-2 (FIBL-2),DEG_union,46,0,0,ok
LOC134691722,ATP-dependent RNA helicase DDX24 (EC 3.6.4.13) (DEAD box protein 24),DEG_union,46,0,0,ok
LOC134691772,NA,DEG_union,46,0,0,ok
LOC134692100,ACDC (Byssal EP-like protein 1) (EP-protein-1),candidate,46,0,0,ok
LOC134692127,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)",DEG_union,46,0,0,ok
LOC134692157,7SK snRNA methylphosphate capping enzyme (MePCE) (EC 2.1.1.-) (Bicoid-interacting protein 3 homolog) (Bin3 homolog) (zBCDIN3),DEG_union,46,0,0,ok
LOC134692705,NA,DEG_union,46,0,0,ok
LOC134692786,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase SYP) (SH-PTP2) (SHP-2) (Shp2),DEG_union,46,0,0,ok
LOC134692814,NA,DEG_union,46,0,0,ok
LOC134692823,Ras-related protein Rab-3,DEG_union,46,0,0,ok
LOC134692861,EF-hand domain-containing protein D2 (Swiprosin-1),DEG_union,46,0,0,ok
LOC134693012,Insulin-like growth factor-binding protein complex acid labile subunit (ALS),DEG_union,46,0,0,ok
LOC134693121,NA,DEG_union,46,0,0,ok
LOC134693203,S-crystallin SL11 (Major lens polypeptide),DEG_union,46,0,0,ok
LOC134693271,NA,DEG_union,46,0,0,ok
LOC134693429,Vigilin (High density lipoprotein-binding protein) (HDL-binding protein),DEG_union,46,0,0,ok
LOC134693495,NA,DEG_union,46,0,0,ok
LOC134693648,WD repeat-containing protein WRAP73 (WD repeat-containing protein 8) (WD repeat-containing protein antisense to TP73 gene),DEG_union,46,0,0,ok
LOC134693708,Prohibitin-2 (B-cell receptor-associated protein BAP37) (BAP-37),DEG_union,46,0,0,ok
LOC134693828,Segment polarity protein dishevelled homolog DVL-3 (Dishevelled-3) (DSH homolog 3),DEG_union,46,0,0,ok
LOC134693874,Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide],candidate,46,0,0,ok
LOC134693881,NA,DEG_union,46,0,0,ok
LOC134694022,Mitogen-activated protein kinase kinase kinase 2 (EC 2.7.11.25) (MAPK/ERK kinase kinase 2) (MEK kinase 2) (MEKK 2),DEG_union,46,0,0,ok
LOC134694047,Innexin unc-9 (Uncoordinated protein 9),DEG_union,46,0,0,ok
LOC134694369,Phospholipid-transporting ATPase ABCA1 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 1) (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1) (Cholesterol efflux regulatory protein),DEG_union,46,0,0,ok
LOC134694627,Pre-mRNA-splicing factor CWC22 homolog (Nucampholin homolog),DEG_union,46,0,0,ok
LOC134694951,Acyl-CoA 6-desaturase (EC 1.14.19.3) (Delta(6) fatty acid desaturase) (D6D) (Delta(6) desaturase) (Delta-6 desaturase) (Fatty acid desaturase 2),DEG_union,46,0,0,ok
LOC134695011,WD repeat-containing protein 87 (Testis development protein NYD-SP11),DEG_union,46,0,0,ok
LOC134695169,Pleckstrin homology domain-containing family A member 8 (PH domain-containing family A member 8),DEG_union,46,0,0,ok
LOC134695220,NA,DEG_union,46,0,0,ok
LOC134695228,Supervillin (Archvillin) (p205/p250),DEG_union,46,0,0,ok
LOC134695253,Collagen alpha-3(VI) chain,candidate,46,0,0,ok
LOC134695307,La-related protein 4B (La ribonucleoprotein domain family member 4B) (La ribonucleoprotein domain family member 5) (La-related protein 5),DEG_union,46,0,0,ok
LOC134695326,NA,DEG_union,46,0,0,ok
LOC134695400,MAGUK p55 subfamily member 2 (Protein MPP2),DEG_union,46,0,0,ok
LOC134695419,Dystonin (Bullous pemphigoid antigen 1) (BPA) (Dystonia musculorum protein) (Hemidesmosomal plaque protein) (Microtubule actin cross-linking factor 2),DEG_union,46,0,0,ok
LOC134695436,"DNA topoisomerase 2-alpha (EC 5.6.2.2) (DNA topoisomerase II, alpha isozyme)",DEG_union,46,0,0,ok
LOC134695441,Innexin unc-9 (Uncoordinated protein 9),DEG_union,46,0,0,ok
LOC134695620,NA,DEG_union,46,0,0,ok
LOC134695653,BTB/POZ domain-containing protein 17,DEG_union,46,0,0,ok
LOC134695697,NA,DEG_union,46,0,0,ok
LOC134695717,Copper-transporting ATPase 1 (EC 7.2.2.8) (Copper pump 1) (Menkes disease-associated protein homolog),DEG_union,46,0,0,ok
LOC134695777,NA,DEG_union,46,0,0,ok
LOC134695781,97 kDa heat shock protein (Heat shock protein 110),candidate,46,0,0,ok
LOC134695789,NA,DEG_union,46,0,0,ok
LOC134695831,Fibroleukin (Cytotoxic T-lymphocyte-specific protein) (Fibrinogen-like protein 2) (Prothrombinase),DEG_union,46,0,0,ok
LOC134695850,"Heart- and neural crest derivatives-expressed protein 2 (Deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2) (dHAND)",DEG_union,46,0,0,ok
LOC134695915,Ceramide phosphoethanolamine synthase (CPE synthase) (EC 2.7.8.48),DEG_union,46,0,0,ok
LOC134695948,High mobility group protein DSP1 (Protein dorsal switch 1),DEG_union,46,0,0,ok
LOC134695949,High mobility group protein DSP1 (Protein dorsal switch 1),DEG_union,46,0,0,ok
LOC134696035,NA,DEG_union,46,0,0,ok
LOC134696039,Laminin subunit alpha lam-3 (Laminin alphaA),DEG_union,46,0,0,ok
LOC134696190,Thymosin beta (Tetrathymosin beta),DEG_union,46,0,0,ok
LOC134696238,Protein HGV2,DEG_union,46,0,0,ok
LOC134696347,Tubulin beta chain (Beta-tubulin),DEG_union,46,0,0,ok
LOC134696369,Small ribosomal subunit protein eS12 (40S ribosomal protein S12),DEG_union,46,0,0,ok
LOC134696398,Septin-2,DEG_union,46,0,0,ok
LOC134696445,Arfaptin-2 (ADP-ribosylation factor-interacting protein 2) (Partner of RAC1) (POR1),DEG_union,46,0,0,ok
LOC134696497,Sodium- and chloride-dependent glycine transporter 2 (GlyT-2) (GlyT2) (Solute carrier family 6 member 5),DEG_union,46,0,0,ok
LOC134696622,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2),DEG_union,46,0,0,ok
LOC134696665,StAR-related lipid transfer protein 13 (START domain-containing protein 13) (StARD13),DEG_union,46,0,0,ok
LOC134696787,N-glycosidase R617 (EC 3.2.2.-) (Riboflavin biosynthesis intermediates N-glycosidase),DEG_union,46,0,0,ok
LOC134696967,Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I),DEG_union,46,0,0,ok
LOC134697034,NA,DEG_union,46,0,0,ok
LOC134697055,B-box type zinc finger protein ncl-1,DEG_union,46,0,0,ok
LOC134697058,"Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)",DEG_union,46,0,0,ok
LOC134697084,Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (p97) (Valosin-containing protein) (VCP),DEG_union,46,0,0,ok
LOC134697127,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),candidate,46,0,0,ok
LOC134697168,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),candidate,46,0,0,ok
LOC134697183,UDP-N-acetylglucosamine transferase subunit ALG13 (EC 2.4.1.141) (Asparagine-linked glycosylation 13 homolog) (Glycosyltransferase 28 domain-containing protein 1),DEG_union,46,0,0,ok
LOC134697198,Polyunsaturated fatty acid 5-lipoxygenase (EC 1.13.11.-) (Arachidonate 5-lipoxygenase) (5-LO) (5-lipoxygenase) (EC 1.13.11.34),DEG_union,46,0,0,ok
LOC134697233,NA,DEG_union,46,0,0,ok
LOC134697256,Mechanosensory protein 2,DEG_union,46,0,0,ok
LOC134697285,Sterol regulatory element-binding protein 1 (SREBP-1) (Sterol regulatory element-binding transcription factor 1) [Cleaved into: Processed sterol regulatory element-binding protein 1 (Transcription factor SREBF1)],DEG_union,46,0,0,ok
LOC134697352,E3 ubiquitin-protein ligase MYCBP2 (EC 2.3.2.33) (Myc-binding protein 2) (Protein associated with Myc),DEG_union,46,0,0,ok
LOC134697395,V-type proton ATPase 16 kDa proteolipid subunit c (V-ATPase 16 kDa proteolipid subunit c) (Vacuolar proton pump 16 kDa proteolipid subunit c),DEG_union,46,0,0,ok
LOC134697715,"Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog) [Cleaved into: Protocadherin Fat 1, nuclear form]",DEG_union,46,0,0,ok
LOC134697817,NA,DEG_union,46,0,0,ok
LOC134698389,NA,DEG_union,46,0,0,ok
LOC134699104,Survival of motor neuron-related-splicing factor 30 (Survival motor neuron domain-containing protein 1),DEG_union,46,0,0,ok
LOC134699412,Large ribosomal subunit protein eL15 (60S ribosomal protein L15),DEG_union,46,0,0,ok
LOC134699739,Neurabin-2 (Neurabin-II) (Protein phosphatase 1 regulatory subunit 9B) (Spinophilin),DEG_union,46,0,0,ok
LOC134699977,Elongation factor 1-alpha (EF-1-alpha) (EC 3.6.5.-),DEG_union,46,0,0,ok
LOC134700319,NA,DEG_union,46,0,0,ok
LOC134700398,Single-stranded DNA-binding protein 3 (Sequence-specific single-stranded-DNA-binding protein),DEG_union,46,0,0,ok
LOC134700619,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12),DEG_union,46,0,0,ok
LOC134700846,Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (7-methylguanosine phosphate-specific 5'-nucleotidase) (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I),DEG_union,46,0,0,ok
LOC134701368,Ribosomal RNA processing protein 36 homolog,DEG_union,46,0,0,ok
LOC134701473,Protein TIS11 (dTIS11),DEG_union,46,0,0,ok
LOC134701490,Kinesin-like protein KIF28P (Kinesin-like protein 6),DEG_union,46,0,0,ok
LOC134701584,NA,DEG_union,46,0,0,ok
LOC134701763,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134701764,NA,DEG_union,46,0,0,ok
LOC134701767,NA,DEG_union,46,0,0,ok
LOC134701947,Sin3 histone deacetylase corepressor complex component SDS3 (Suppressor of defective silencing 3 protein homolog),DEG_union,46,0,0,ok
LOC134702114,NA,DEG_union,46,0,0,ok
LOC134702139,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134702185,NA,DEG_union,46,0,0,ok
LOC134702373,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134702374,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134702605,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134702606,NA,DEG_union,46,0,0,ok
LOC134702607,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134702608,NA,DEG_union,46,0,0,ok
LOC134702630,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134702631,NA,DEG_union,46,0,0,ok
LOC134702633,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134702634,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134702687,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134702689,NA,DEG_union,46,0,0,ok
LOC134702698,NA,DEG_union,46,0,0,ok
LOC134702699,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134702702,NA,DEG_union,46,0,0,ok
LOC134702751,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134702752,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134702754,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134702766,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134702767,NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1),DEG_union,46,0,0,ok
LOC134702768,NA,DEG_union,46,0,0,ok
LOC134702772,NA,DEG_union,46,0,0,ok
LOC134702856,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134702857,NA,DEG_union,46,0,0,ok
LOC134702862,NA,DEG_union,46,0,0,ok
LOC134702863,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134702864,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134702866,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134702868,NA,DEG_union,46,0,0,ok
LOC134702869,NA,DEG_union,46,0,0,ok
LOC134702870,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134702880,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134702881,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134702882,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134702884,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134702885,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134702888,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134702890,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134702893,NA,DEG_union,46,0,0,ok
LOC134702895,NA,DEG_union,46,0,0,ok
LOC134702904,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134702905,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134702906,NA,DEG_union,46,0,0,ok
LOC134702911,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134702912,NA,DEG_union,46,0,0,ok
LOC134702917,NA,DEG_union,46,0,0,ok
LOC134702999,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134703072,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134703075,NA,DEG_union,46,0,0,ok
LOC134703084,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134703102,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),DEG_union,46,0,0,ok
LOC134703103,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),DEG_union,46,0,0,ok
LOC134703106,NA,DEG_union,46,0,0,ok
LOC134703109,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134703111,NA,DEG_union,46,0,0,ok
LOC134703116,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134703118,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134703143,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
LOC134703146,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2),DEG_union,46,0,0,ok
LOC134703149,NA,DEG_union,46,0,0,ok
LOC134703150,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5),DEG_union,46,0,0,ok
LOC134703311,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134703343,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6),DEG_union,46,0,0,ok
LOC134703346,NA,DEG_union,46,0,0,ok
LOC134703351,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III),DEG_union,46,0,0,ok
