module,LOC_ID,protein_name,blast_pident,blast_evalue,annotation_source,in_TC_DEG_annotation,blast_ok
HSP_proteostasis,LOC134710182,Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1) (Sphingosine-1-phosphate phosphohydrolase 1) (SPP-1),32.949,2.25e-65,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134687564,Heat shock 70 kDa protein (HSP70),67.647,5.7e-60,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134728195,Inactive peptidyl-prolyl cis-trans isomerase FKBP6 (Inactive PPIase FKBP6) (36 kDa FK506-binding protein) (FK506-binding protein 6) (FKBP-6) (Immunophilin FKBP36),36.242,2.1e-61,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134715693,Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (mFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase),40.727,3.5500000000000007e-59,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134715691,Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (mFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase),40.727,7.310000000000001e-59,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134694436,Heat shock 70 kDa protein 12B,28.732,8.41e-52,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134707259,Putative peptidyl-prolyl cis-trans isomerase dodo (PPIase dodo) (EC 5.2.1.8) (Rotamase dodo),59.375,3.7800000000000003e-63,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134727535,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),28.838,2.33e-50,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134718464,LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein),63.014,1.44e-58,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134712514,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 (EC 5.2.1.8) (Parvulin-14) (Par14) (Peptidyl-prolyl cis-trans isomerase Pin4) (PPIase Pin4) (Rotamase Pin4),83.333,2.8099999999999996e-56,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134721142,Peptidyl-prolyl cis-trans isomerase FKBP1A (PPIase FKBP1A) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (FKBP-12) (FK506-binding protein 1A) (FKBP-1A) (Immunophilin FKBP12) (Rotamase),71.296,8.199999999999998e-56,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134714797,Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP),46.512,2.0099999999999997e-46,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134725540,Calcium-regulated heat-stable protein 1 (Calcium-regulated heat-stable protein of 24 kDa) (CRHSP-24),64.423,3.71e-45,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134706577,"10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)",65.657,4.74e-43,genome_blast,TRUE,TRUE
HSP_proteostasis,LOC134722801,Peptidyl-prolyl cis-trans isomerase Fkbp12 (PPIase Fkbp12) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (Macrolide-binding protein) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase),68.817,1.2399999999999997e-42,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134693664,Intraflagellar transport protein 25 homolog (Heat shock protein beta-11) (Hspb11) (Heat shock protein family B member 11) (Placental protein 25) (PP25),49.624,2.02e-41,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134714948,46 kDa FK506-binding nuclear protein (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase),56.522,2.85e-34,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134721949,BAG family molecular chaperone regulator 1 (BAG-1) (Bcl-2-associated athanogene 1),35.751,3.35e-29,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134686963,Probable assembly chaperone of rpl4,32.857,2.89e-26,genome_blast,FALSE,TRUE
HSP_proteostasis,LOC134720973,Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13),79.032,7.320000000000001e-29,genome_blast,TRUE,TRUE
HSP_proteostasis,LOC134715482,Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA),68.493,3.86e-27,genome_blast,TRUE,TRUE
HSP_proteostasis,LOC134688272,Novel acetylcholine receptor chaperone (Transmembrane protein 35A),42.063,6.640000000000001e-26,genome_blast,FALSE,TRUE
tRNA_translation,LOC134711783,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],55.876,0,genome_blast,TRUE,TRUE
tRNA_translation,LOC134692000,"Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)",59.242,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134685659,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)",62.5,0,genome_blast,TRUE,TRUE
tRNA_translation,LOC134706747,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS),63.306,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134721377,"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Renal carcinoma antigen NY-REN-42)",62.668,0,genome_blast,TRUE,TRUE
tRNA_translation,LOC134686344,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS),62.767,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134714939,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)",69.481,0,genome_blast,TRUE,TRUE
tRNA_translation,LOC134707235,Valine--tRNA ligase (EC 6.1.1.9) (Protein G7a) (Valyl-tRNA synthetase) (ValRS),49.847,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134707842,"Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)",52.987,0,genome_blast,TRUE,TRUE
tRNA_translation,LOC134706345,Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1),63.744,0,genome_blast,TRUE,TRUE
tRNA_translation,LOC134682928,"Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)",60.054,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134697661,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",64.23,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134721501,Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),68.142,0,genome_blast,TRUE,TRUE
tRNA_translation,LOC134714791,"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)",67.096,0,genome_blast,TRUE,TRUE
tRNA_translation,LOC134686800,"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)",70.913,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134728203,"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",70.711,0,genome_blast,TRUE,TRUE
tRNA_translation,LOC134707902,"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)",69.421,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134714392,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),67.936,0,genome_blast,TRUE,TRUE
tRNA_translation,LOC134692133,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),59.083,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134697432,"Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)",69.4,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134714403,Phenylalanine--tRNA ligase alpha subunit B (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit B) (PheRS),63.618,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134716258,"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Renal carcinoma antigen NY-REN-42)",42.092,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134711730,"Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS) [Cleaved into: T1-TrpRS; T2-TrpRS]",72.864,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134689775,Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase),41.655,0,genome_blast,FALSE,TRUE
tRNA_translation,LOC134712267,"Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)",49.171,4.449999999999999e-174,genome_blast,FALSE,TRUE
tRNA_translation,LOC134722070,"Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)",55.087,1.6899999999999994e-163,genome_blast,TRUE,TRUE
tRNA_translation,LOC134695901,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-II) (Small inducible cytokine subfamily E member 1)],44.136,8.490000000000001e-85,genome_blast,FALSE,TRUE
tRNA_translation,LOC134725003,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1),34.161,1.4999999999999999e-33,genome_blast,FALSE,TRUE
tRNA_translation,LOC134707598,"Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",24.928,1.59e-22,genome_blast,FALSE,TRUE
byssal_collagen,LOC134712879,Byssal protease inhibitor-like protein 1,47.099,0,genome_blast,FALSE,TRUE
byssal_collagen,LOC134706748,Byssal HSP-like protein 1,98.116,0,genome_blast,FALSE,TRUE
byssal_collagen,LOC134686938,Byssal tyrosinase-like protein-1,79.513,0,genome_blast,FALSE,TRUE
byssal_collagen,LOC134697300,Byssal HSP-like protein 1,81.517,0,genome_blast,TRUE,TRUE
byssal_collagen,LOC134711495,Foot protein 12,85.852,0,genome_blast,FALSE,TRUE
byssal_collagen,LOC134693434,"Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 [Includes: Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3); Procollagen glycosyltransferase (EC 2.4.1.50) (EC 2.4.1.66) (Galactosylhydroxylysine-glucosyltransferase) (Procollagen galactosyltransferase) (Procollagen glucosyltransferase)]",50.98,0,genome_blast,FALSE,TRUE
byssal_collagen,LOC134711517,Collagen alpha-1(IV) chain,42.595,0,genome_blast,FALSE,TRUE
byssal_collagen,LOC134692877,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)",45.386,0,genome_blast,FALSE,TRUE
byssal_collagen,LOC134719757,Foot protein 2,85.981,0,genome_blast,FALSE,TRUE
byssal_collagen,LOC134714846,Ceramide transfer protein (CERT) (Collagen type IV alpha-3-binding protein),50.825,0,genome_blast,FALSE,TRUE
byssal_collagen,LOC134694421,Byssal calumenin-like protein 1,95.71,0,genome_blast,FALSE,TRUE
byssal_collagen,LOC134725894,A disintegrin and metalloproteinase with thrombospondin motifs 3 (ADAM-TS 3) (ADAM-TS3) (ADAMTS-3) (EC 3.4.24.-) (Procollagen II N-proteinase) (PC II-NP) (Procollagen II amino propeptide-processing enzyme),33.223,8.929999999999998e-153,genome_blast,FALSE,TRUE
byssal_collagen,LOC134725152,"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)",47.124,5.799999999999999e-166,genome_blast,TRUE,TRUE
byssal_collagen,LOC134711515,Collagen alpha-2(IV) chain,51.043,2.47e-134,genome_blast,TRUE,TRUE
byssal_collagen,LOC134710785,Foot protein 12,46.774,1.5e-128,genome_blast,FALSE,TRUE
byssal_collagen,LOC134706002,Foot protein 11,77.152,8.25e-140,genome_blast,FALSE,TRUE
byssal_collagen,LOC134709435,Foot protein 10,77.74,2.6199999999999997e-140,genome_blast,FALSE,TRUE
byssal_collagen,LOC134715434,Adhesive plaque matrix protein (Foot protein 1) (MGFP-1) (MGFP1),72.566,5.9e-127,genome_blast,FALSE,TRUE
byssal_collagen,LOC134699268,"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)",42.035,8.64e-131,genome_blast,TRUE,TRUE
byssal_collagen,LOC134716385,ACDC (Byssal EP-like protein 1) (EP-protein-1),87.712,4.81e-139,genome_blast,TRUE,TRUE
byssal_collagen,LOC134680752,"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)",41.843,1.1799999999999999e-129,genome_blast,FALSE,TRUE
byssal_collagen,LOC134716384,ACDC (Byssal EP-like protein 1) (EP-protein-1),76.695,3.19e-126,genome_blast,TRUE,TRUE
byssal_collagen,LOC134720932,Byssal peroxidase-like protein 2,35.518,8.489999999999998e-107,genome_blast,TRUE,TRUE
byssal_collagen,LOC134709805,Foot protein-4 variant-1,62.032,2.2299999999999996e-106,genome_blast,FALSE,TRUE
byssal_collagen,LOC134711497,Foot protein 12,49.215,2.49e-103,genome_blast,FALSE,TRUE
byssal_collagen,LOC134719452,Foot protein 15,73.93,3.109999999999999e-112,genome_blast,FALSE,TRUE
byssal_collagen,LOC134707239,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)",48.632,2.76e-105,genome_blast,FALSE,TRUE
byssal_collagen,LOC134706471,Byssal peroxidase-like protein 4,35.025,4.0199999999999996e-98,genome_blast,FALSE,TRUE
byssal_collagen,LOC134711496,Foot protein 10,55.016,3.2199999999999993e-106,genome_blast,FALSE,TRUE
byssal_collagen,LOC134693929,Collagen alpha-4(VI) chain,24.664,2.03e-81,genome_blast,FALSE,TRUE
byssal_collagen,LOC134707678,Byssal peroxidase-like protein 1,34.068,1.23e-87,genome_blast,FALSE,TRUE
byssal_collagen,LOC134694061,Collagen alpha-4(VI) chain,25.691,6.270000000000001e-79,genome_blast,FALSE,TRUE
byssal_collagen,LOC134681874,Byssal metalloproteinase inhibitor-like protein 1,66.505,1.7e-92,genome_blast,FALSE,TRUE
byssal_collagen,LOC134702117,Byssal metalloproteinase inhibitor-like protein 1,66.505,1.7e-92,genome_blast,FALSE,TRUE
byssal_collagen,LOC134680608,Collagen alpha-6(VI) chain,26.399,1.05e-66,genome_blast,FALSE,TRUE
byssal_collagen,LOC134683354,Protein SAAL1 (Synoviocyte proliferation-associated in collagen-induced arthritis protein 1) (SPACIA1),35.909,2.0300000000000002e-71,genome_blast,FALSE,TRUE
byssal_collagen,LOC134699824,"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1) (Protein dumpy-18)",31.76,5.1e-69,genome_blast,FALSE,TRUE
byssal_collagen,LOC134705706,Collagen alpha-1(V) chain,38.346,3.87e-53,genome_blast,TRUE,TRUE
byssal_collagen,LOC134680970,Collagen alpha-6(VI) chain,28.824,8.979999999999997e-55,genome_blast,FALSE,TRUE
byssal_collagen,LOC134694200,Collagen alpha-1(XV) chain [Cleaved into: Restin (Endostatin-XV) (Related to endostatin) (Restin-I); Restin-2 (Restin-II); Restin-3 (Restin-III); Restin-4 (Restin-IV)],42.146,3.0099999999999998e-52,genome_blast,FALSE,TRUE
byssal_collagen,LOC134681037,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),45.54,7.47e-59,genome_blast,FALSE,TRUE
byssal_collagen,LOC134694060,Collagen alpha-4(VI) chain,22.619,1.8699999999999998e-48,genome_blast,FALSE,TRUE
byssal_collagen,LOC134722782,Collagen alpha-3(VI) chain,31.563,1.1999999999999999e-46,genome_blast,FALSE,TRUE
byssal_collagen,LOC134718739,Collagen-like protein 2,39.292,4.19e-45,genome_blast,FALSE,TRUE
byssal_collagen,LOC134707834,Collagen alpha-2(I) chain (Alpha-2 type I collagen),36.596,5.68e-41,genome_blast,FALSE,TRUE
byssal_collagen,LOC134722108,Collagen alpha-1(XXI) chain,30.966,4.49e-39,genome_blast,TRUE,TRUE
byssal_collagen,LOC134696942,Collagen-like protein 2,47.244,4.05e-42,genome_blast,FALSE,TRUE
byssal_collagen,LOC134708000,Foot protein 13,76.238,4.119999999999999e-47,genome_blast,FALSE,TRUE
byssal_collagen,LOC134718845,Precollagen D,99.038,1.6999999999999998e-36,genome_blast,FALSE,TRUE
byssal_collagen,LOC134718719,Collagen-like protein 2,39.051,4.76e-33,genome_blast,FALSE,TRUE
byssal_collagen,LOC134707837,Collagen alpha-2(I) chain (Alpha-2 type I collagen),32.4,3.4e-34,genome_blast,FALSE,TRUE
byssal_collagen,LOC134680973,Collagen alpha-6(VI) chain,27.119,9.8e-34,genome_blast,TRUE,TRUE
byssal_collagen,LOC134681360,Collagen alpha-4(VI) chain,24.053,7.569999999999999e-31,genome_blast,FALSE,TRUE
byssal_collagen,LOC134716158,Collagen alpha-1(XXII) chain,38.974,1.25e-28,genome_blast,FALSE,TRUE
byssal_collagen,LOC134719074,Collagen alpha-4(VI) chain,41.148,3.21e-29,genome_blast,FALSE,TRUE
byssal_collagen,LOC134717831,Collagen-like protein 2,52.273,9.45e-28,genome_blast,FALSE,TRUE
byssal_collagen,LOC134717947,Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain),33.23,5.49e-26,genome_blast,FALSE,TRUE
byssal_collagen,LOC134683831,Byssal protein-1,42.458,9.77e-32,genome_blast,FALSE,TRUE
byssal_collagen,LOC134719453,Foot protein 15,38.312,4.4199999999999997e-32,genome_blast,FALSE,TRUE
byssal_collagen,LOC134694726,"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)",21.013,3.1799999999999998e-24,genome_blast,FALSE,TRUE
byssal_structural,LOC134711495,Foot protein 12,85.852,0,genome_blast,FALSE,TRUE
byssal_structural,LOC134719757,Foot protein 2,85.981,0,genome_blast,FALSE,TRUE
byssal_structural,LOC134710785,Foot protein 12,46.774,1.5e-128,genome_blast,FALSE,TRUE
byssal_structural,LOC134706002,Foot protein 11,77.152,8.25e-140,genome_blast,FALSE,TRUE
byssal_structural,LOC134709435,Foot protein 10,77.74,2.6199999999999997e-140,genome_blast,FALSE,TRUE
byssal_structural,LOC134715434,Adhesive plaque matrix protein (Foot protein 1) (MGFP-1) (MGFP1),72.566,5.9e-127,genome_blast,FALSE,TRUE
byssal_structural,LOC134716385,ACDC (Byssal EP-like protein 1) (EP-protein-1),87.712,4.81e-139,genome_blast,TRUE,TRUE
byssal_structural,LOC134716384,ACDC (Byssal EP-like protein 1) (EP-protein-1),76.695,3.19e-126,genome_blast,TRUE,TRUE
byssal_structural,LOC134709805,Foot protein-4 variant-1,62.032,2.2299999999999996e-106,genome_blast,FALSE,TRUE
byssal_structural,LOC134711497,Foot protein 12,49.215,2.49e-103,genome_blast,FALSE,TRUE
byssal_structural,LOC134719452,Foot protein 15,73.93,3.109999999999999e-112,genome_blast,FALSE,TRUE
byssal_structural,LOC134711496,Foot protein 10,55.016,3.2199999999999993e-106,genome_blast,FALSE,TRUE
byssal_structural,LOC134708000,Foot protein 13,76.238,4.119999999999999e-47,genome_blast,FALSE,TRUE
byssal_structural,LOC134718845,Precollagen D,99.038,1.6999999999999998e-36,genome_blast,FALSE,TRUE
byssal_structural,LOC134683831,Byssal protein-1,42.458,9.77e-32,genome_blast,FALSE,TRUE
byssal_structural,LOC134719453,Foot protein 15,38.312,4.4199999999999997e-32,genome_blast,FALSE,TRUE
