LOC_ID,metric,metric_type,tier,n,slope,p_lm,rho_partial,q_lm,protein_name,blast_pident,blast_evalue,annotation_source,in_TC_DEG_annotation,blast_ok,gene_set,frac_at_floor,floor_flag,byssal_structural
LOC134718954,dlog_adhesion_kpa,change,exploratory,44,0.04416953800581063,0.8695851644640562,0.10881109385836288,0.9874950172727419,DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2),70.38,1.5999999999999997e-159,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134714846,dlog_adhesion_kpa,change,exploratory,44,-0.029737821079897503,0.8785060504860603,-0.023722836082181425,0.9883180059960849,Ceramide transfer protein (CERT) (Collagen type IV alpha-3-binding protein),50.825,0,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134696058,dlog_adhesion_kpa,change,exploratory,44,-0.021437437721013936,0.8801438958870607,0.029202957465792847,0.9883180059960849,Heat shock 70 kDa protein 12B,29.459,1.21e-86,genome_blast,FALSE,TRUE,candidate,0.178,ok,FALSE
LOC134701699,dlog_adhesion_kpa,change,exploratory,44,-0.02975791308963368,0.8873245654384472,0.03986534778530612,0.9908457647395994,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.651,2.7900000000000003e-117,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134707468,dlog_adhesion_kpa,change,exploratory,44,-0.018253893404784102,0.9079996922413158,0.016761307980252185,0.9955710341428392,Dual oxidase maturation factor 1 (Dual oxidase activator 1) (Numb-interacting protein),30.466,9.35e-29,genome_blast,TRUE,TRUE,candidate,0.111,ok,FALSE
LOC134725948,dlog_adhesion_kpa,change,exploratory,44,-0.019396230329341384,0.912421725384323,-0.04914520400078354,0.9955710341428392,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),27.229,1.3e-63,genome_blast,FALSE,TRUE,candidate,0.222,caution,FALSE
LOC134686970,dlog_adhesion_kpa,change,exploratory,44,0.02069656656548819,0.9126502776445755,0.06722317517450377,0.9955710341428392,Transmembrane prolyl 4-hydroxylase (P4H-TM) (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 4) (HIF-PH4) (HIF-prolyl hydroxylase 4) (HPH-4),32.367,2.66e-57,genome_blast,FALSE,TRUE,candidate,0.044,ok,FALSE
LOC134721949,dlog_adhesion_kpa,change,exploratory,44,-0.015046006347549656,0.9138824269746452,-0.003640205099548895,0.9955710341428392,BAG family molecular chaperone regulator 1 (BAG-1) (Bcl-2-associated athanogene 1),35.751,3.35e-29,genome_blast,FALSE,TRUE,candidate,0.333,caution,FALSE
LOC134725910,dlog_adhesion_kpa,change,exploratory,44,0.026622508854529367,0.9163215985891804,0.00856266583097368,0.9955710341428392,Hypoxia-inducible factor 1-alpha inhibitor (EC 1.14.11.30) (EC 1.14.11.n4) (Factor inhibiting HIF-1) (FIH-1) (Hypoxia-inducible factor asparagine hydroxylase),59.434,6.529999999999999e-135,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134722108,dlog_adhesion_kpa,change,exploratory,44,-0.010579119541371033,0.9307006724385027,-0.1381174579603616,0.9963334480475349,Collagen alpha-1(XXI) chain,30.966,4.49e-39,genome_blast,TRUE,TRUE,candidate,0.156,ok,FALSE
LOC134721829,dlog_adhesion_kpa,change,exploratory,44,-0.012291434247049886,0.9362954705697809,-0.05200937637907977,0.9963334480475349,Microsomal glutathione S-transferase 1 (Microsomal GST-1) (EC 2.5.1.18) (Microsomal GST-I),52.903,1.8e-47,genome_blast,FALSE,TRUE,candidate,0.378,caution,FALSE
LOC134727535,dlog_adhesion_kpa,change,exploratory,44,-0.010031299823430474,0.9491788917761608,-0.007940673091940364,0.9963334480475349,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),28.838,2.33e-50,genome_blast,FALSE,TRUE,candidate,0.4,caution,FALSE
LOC134681328,dlog_adhesion_kpa,change,exploratory,44,0.011188050648919501,0.9500116517292047,0.01796290382975842,0.9963334480475349,Glutathione peroxidase 7 (GPx-7) (GSHPx-7) (EC 1.11.1.9),44.848,3.7899999999999995e-48,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134699824,dlog_adhesion_kpa,change,exploratory,44,-0.011888660221184726,0.9532326377191715,0.020536092887160868,0.9963334480475349,"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1) (Protein dumpy-18)",31.76,5.1e-69,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134725894,dlog_adhesion_kpa,change,exploratory,44,0.005048176129470751,0.9591438837896415,-0.07141537398755955,0.9963334480475349,A disintegrin and metalloproteinase with thrombospondin motifs 3 (ADAM-TS 3) (ADAM-TS3) (ADAMTS-3) (EC 3.4.24.-) (Procollagen II N-proteinase) (PC II-NP) (Procollagen II amino propeptide-processing enzyme),33.223,8.929999999999999e-153,genome_blast,FALSE,TRUE,candidate,0.178,ok,FALSE
LOC134689775,dlog_adhesion_kpa,change,exploratory,44,-0.014427276691006175,0.9615870236582282,0.1308898501073609,0.9963334480475349,Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase),41.655,0,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134717831,dlog_adhesion_kpa,change,exploratory,44,-0.005045410058725401,0.9647643263857772,0.014668868987538417,0.9963334480475349,Collagen-like protein 2,52.273,9.45e-28,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134715434,dlog_adhesion_kpa,change,exploratory,44,0.0029798964382613097,0.9754278531852298,0.023593781924453126,0.9963334480475349,Adhesive plaque matrix protein (Foot protein 1) (MGFP-1) (MGFP1),72.566,5.9e-127,genome_blast,FALSE,TRUE,candidate,0.156,ok,TRUE
LOC134724501,dlog_adhesion_kpa,change,exploratory,44,-0.006592586757764737,0.9807862219397601,0.11298528742324708,0.9963334480475349,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),52.511,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134708353,dlog_adhesion_kpa,change,exploratory,44,0.004362812550041341,0.9845298657013515,0.029384363907892442,0.9963334480475349,Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8),89.655,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134687564,dlog_adhesion_kpa,change,exploratory,44,0.002360204733449038,0.9857510307178654,0.07238844918638755,0.9963334480475349,Heat shock 70 kDa protein (HSP70),67.647,5.7e-60,genome_blast,FALSE,TRUE,candidate,0.289,caution,FALSE
LOC134680608,dlog_adhesion_kpa,change,exploratory,44,-0.0018829855354675128,0.9862010517215924,0.03580992291029643,0.9963334480475349,Collagen alpha-6(VI) chain,26.399,1.0499999999999999e-66,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134698135,dlog_adhesion_kpa,change,exploratory,44,-0.0033812788955506056,0.9864196823953205,0.07039411014389013,0.9963334480475349,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),33.054,3.7499999999999995e-95,genome_blast,FALSE,TRUE,candidate,0.111,ok,FALSE
LOC134705112,dlog_adhesion_kpa,change,exploratory,44,-8.587977713335004e-4,0.9955562965654093,0.01511893215711721,0.9999331340410033,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),28.482,7.67e-68,genome_blast,FALSE,TRUE,candidate,0.289,caution,FALSE
LOC134697168,dlog_adhesion_kpa,change,exploratory,44,-1.958283202573931e-5,0.9999331340410033,0.060736103124707716,0.9999331340410033,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),34.073,3.8299999999999996e-118,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134716333,dlog_max_force,change,primary,44,-0.732452626957069,0.0020195128870955986,-0.48954773415060193,0.4059220903062153,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B (HsPDE8B) (EC 3.1.4.53) (Cell proliferation-inducing gene 22 protein)",52.598,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134714791,dlog_max_force,change,primary,44,0.44505877918227826,0.0050761392439258165,0.39377465185769217,0.5101519940145446,"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)",67.096,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134710182,dlog_max_force,change,primary,44,-0.3223660686615282,0.012540127832329218,-0.26600980835509674,0.6278688824816617,Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1) (Sphingosine-1-phosphate phosphohydrolase 1) (SPP-1),32.949,2.25e-65,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134697432,dlog_max_force,change,primary,44,0.27560401866683704,0.01662691861022282,0.38105864082622043,0.6278688824816617,"Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)",69.4,0,genome_blast,FALSE,TRUE,candidate,0.089,ok,FALSE
LOC134699268,dlog_max_force,change,primary,44,0.30140006659249013,0.017266557947727513,0.3414162113958144,0.6278688824816617,"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)",42.035,8.64e-131,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134685659,dlog_max_force,change,primary,44,0.43192486085638987,0.022407417007946854,0.38980734804476885,0.6278688824816617,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)",62.5,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134706576,dlog_max_force,change,primary,44,0.4463662750104857,0.0224743127095315,0.3210070011834961,0.6278688824816617,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60)",75.226,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134707902,dlog_max_force,change,primary,44,0.21633943957012874,0.029052857827768102,0.3065596451357108,0.6278688824816617,"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)",69.421,0,genome_blast,FALSE,TRUE,candidate,0.111,ok,FALSE
LOC134706345,dlog_max_force,change,primary,44,0.3437140905703015,0.030079686718414565,0.28696577117169614,0.6278688824816617,Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1),63.744,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134706747,dlog_max_force,change,primary,44,0.2574033834358761,0.0381906923546608,0.4028417647788666,0.6278688824816617,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS),63.306,0,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134711376,dlog_max_force,change,primary,44,-0.33688543574217056,0.04240201878630872,-0.3042357628992547,0.6278688824816617,Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha),37.415,4.789999999999999e-110,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134728203,dlog_max_force,change,primary,44,0.3120598144712853,0.051495383920250125,0.2887233578508245,0.6278688824816617,"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",70.711,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134721338,dlog_max_force,change,primary,44,0.24755418226541467,0.05407598775921264,0.13614329256838803,0.6278688824816617,Tyrosinase 2,28.932,5.969999999999999e-52,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134714939,dlog_max_force,change,primary,44,0.41956172326759844,0.054812087784497476,0.2951987951114603,0.6278688824816617,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)",69.481,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134718500,dlog_max_force,change,primary,44,-0.6683684426875391,0.05517672284683975,-0.23422728339706334,0.6278688824816617,"RalA-binding protein 1 (RalBP1) (Cytocentrin) (Dinitrophenyl S-glutathione ATPase) (DNP-SG ATPase) (EC 7.6.2.2, EC 7.6.2.3) (Ral-interacting protein 1)",50.853,8.94e-81,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134711496,dlog_max_force,change,primary,44,0.04122398704244037,0.05564853218135121,0.3464082715097729,0.6278688824816617,Foot protein 10,55.016,3.2199999999999993e-106,genome_blast,FALSE,TRUE,candidate,0.378,caution,TRUE
LOC134707678,dlog_max_force,change,primary,44,0.20263560143073778,0.06119783291814503,0.20813284713242233,0.6278688824816617,Byssal peroxidase-like protein 1,34.068,1.23e-87,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134700327,dlog_max_force,change,primary,44,0.20590409318717603,0.0640324173101602,0.28739029550535683,0.6278688824816617,Glutathione peroxidase 7 (GPx-7) (GSHPx-7) (EC 1.11.1.9),44.848,3.51e-48,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134707510,dlog_max_force,change,primary,44,0.23613379083081115,0.06581721403647532,0.2714999607768067,0.6278688824816617,Tyrosinase 2,33.508,1.04e-75,genome_blast,FALSE,TRUE,candidate,0.111,ok,FALSE
LOC134714868,dlog_max_force,change,primary,44,-0.2120957792142611,0.06641829557864236,-0.02738273086893652,0.6278688824816617,Dual oxidase 1 (EC 1.11.1.-) (EC 1.6.3.1),39.764,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134716385,dlog_max_force,change,primary,44,0.13689081247610457,0.06658025554928731,0.36110896775753953,0.6278688824816617,ACDC (Byssal EP-like protein 1) (EP-protein-1),87.712,4.81e-139,genome_blast,TRUE,TRUE,candidate,0.111,ok,TRUE
LOC134714554,dlog_max_force,change,primary,44,0.20576775825207771,0.07439059049393841,0.2243991852909622,0.6278688824816617,Lysyl oxidase homolog 2B (EC 1.4.3.13) (Lysyl oxidase-like protein 2B),42.547,3.03e-77,genome_blast,FALSE,TRUE,candidate,0.356,caution,FALSE
LOC134725003,dlog_max_force,change,primary,44,0.16201509087944763,0.07515510266423385,0.2747553165841281,0.6278688824816617,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1),34.161,1.4999999999999999e-33,genome_blast,FALSE,TRUE,candidate,0.311,caution,FALSE
LOC134684025,dlog_max_force,change,primary,44,0.24045088129352987,0.07724923256359612,0.20359591822216944,0.6278688824816617,Tyrosinase 2,61.101,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134701603,dlog_max_force,change,primary,44,0.23042962818252194,0.0827372474378659,0.20004540510963892,0.6278688824816617,Tyrosinase 2,61.101,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134684786,dlog_max_force,change,primary,44,0.16559132995557654,0.08304006788073337,0.17273477503082035,0.6278688824816617,Tyrosinase 2,47.207,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134694421,dlog_max_force,change,primary,44,0.2534257029211452,0.08474681317060309,0.29089902474014523,0.6278688824816617,Byssal calumenin-like protein 1,95.71,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134686344,dlog_max_force,change,primary,44,0.32687002363837625,0.08746432193774392,0.3288866757367268,0.6278688824816617,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS),62.767,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134693929,dlog_max_force,change,primary,44,-0.2674171358720383,0.09487855753702865,-0.20653429440396603,0.6456178665581203,Collagen alpha-4(VI) chain,24.664,2.03e-81,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134710785,dlog_max_force,change,primary,44,0.032960980423305,0.09636087560568958,0.2665800177219259,0.6456178665581203,Foot protein 12,46.774,1.5e-128,genome_blast,FALSE,TRUE,candidate,0.267,caution,TRUE
LOC134721501,dlog_max_force,change,primary,44,0.20725949215300146,0.10129124452864147,0.37076908711867756,0.6497344328391118,Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),68.142,0,genome_blast,TRUE,TRUE,candidate,0.022,ok,FALSE
LOC134725758,dlog_max_force,change,primary,44,0.21657367984778192,0.10344030771567948,0.12707952665986214,0.6497344328391118,Peroxiredoxin-1 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 1),76.44,9.8e-112,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134715908,dlog_max_force,change,primary,44,0.3330283127286387,0.1109279375449624,0.18433407670905683,0.6514850028422459,Dye-decolorizing peroxidase YfeX (EC 1.11.1.-),32.313,6.41e-33,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134712292,dlog_max_force,change,primary,44,0.16652891537093123,0.11302324199520751,0.2652162868586974,0.6514850028422459,"Glutathione reductase, mitochondrial (GR) (GRase) (EC 1.8.1.7)",62.391,0,genome_blast,FALSE,TRUE,candidate,0.378,caution,FALSE
LOC134708355,dlog_max_force,change,primary,44,0.26114857304950895,0.11414400477336596,0.19469962623646567,0.6514850028422459,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),47.404,0,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134711495,dlog_max_force,change,primary,44,0.030906083707800687,0.11668388110607389,0.26770221398029853,0.6514850028422459,Foot protein 12,85.852,0,genome_blast,FALSE,TRUE,candidate,0.333,caution,TRUE
LOC134724473,dlog_max_force,change,primary,44,0.15301224896149934,0.12050119029471797,0.19428401258360903,0.6546145743037382,Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D),53.269,0,genome_blast,FALSE,TRUE,candidate,0.2,ok,FALSE
LOC134711730,dlog_max_force,change,primary,44,0.16231241435137178,0.12999945353397216,0.30181589358124045,0.6850761613911179,"Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS) [Cleaved into: T1-TrpRS; T2-TrpRS]",72.864,0,genome_blast,FALSE,TRUE,candidate,0.133,ok,FALSE
LOC134715627,dlog_max_force,change,primary,44,-0.14747759342361735,0.13525858839106175,-0.339135048675128,0.6850761613911179,Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase) (HsPEK),37.084,0,genome_blast,FALSE,TRUE,candidate,0.244,caution,FALSE
LOC134681037,dlog_max_force,change,primary,44,-0.19586647874556634,0.1398580215763617,-0.1717481843512446,0.6850761613911179,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),45.54,7.47e-59,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134719453,dlog_max_force,change,primary,44,0.15956233478960466,0.143281090945556,0.18919553761229976,0.6850761613911179,Foot protein 15,38.312,4.4199999999999997e-32,genome_blast,FALSE,TRUE,candidate,0,ok,TRUE
LOC134727424,dlog_max_force,change,primary,44,0.19906277483061882,0.14849911754672457,0.2360335335930362,0.6850761613911179,Glutathione S-transferase theta-1 (EC 2.5.1.18) (GST class-theta-1),41.071,5.52e-51,genome_blast,FALSE,TRUE,candidate,0.111,ok,FALSE
LOC134718464,dlog_max_force,change,primary,44,0.15631477270542124,0.14991620307980333,0.27319972127169323,0.6850761613911179,LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein),63.014,1.44e-58,genome_blast,FALSE,TRUE,candidate,0.089,ok,FALSE
LOC134721921,dlog_max_force,change,primary,44,-0.2489807189416691,0.14996692090153824,-0.19986894730036295,0.6850761613911179,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.654,1.1099999999999999e-94,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134680752,dlog_max_force,change,primary,44,0.11612731093417591,0.15631068007713572,0.1448171044033554,0.6981877043445396,"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)",41.843,1.1799999999999999e-129,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134706577,dlog_max_force,change,primary,44,0.24446286242997145,0.16975683401626573,0.33857006868859424,0.7399617592127382,"10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)",65.657,4.74e-43,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134710470,dlog_max_force,change,primary,44,-0.1778870757844301,0.1735038069919276,-0.18803981028149325,0.7399617592127382,Tubulin-specific chaperone E (Tubulin-folding cofactor E),43.103,1.11e-138,genome_blast,FALSE,TRUE,candidate,0.089,ok,FALSE
LOC134692000,dlog_max_force,change,primary,44,0.18275853960918004,0.17670728578214645,0.16109330176261533,0.7399617592127382,"Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)",59.242,0,genome_blast,FALSE,TRUE,candidate,0.133,ok,FALSE
LOC134693664,dlog_max_force,change,primary,44,-0.15608829512787348,0.18669688481804617,-0.08100757022925471,0.7658382418046383,Intraflagellar transport protein 25 homolog (Heat shock protein beta-11) (Hspb11) (Heat shock protein family B member 11) (Placental protein 25) (PP25),49.624,2.02e-41,genome_blast,FALSE,TRUE,candidate,0.289,caution,FALSE
LOC134717350,dlog_max_force,change,primary,44,-0.08398534895439531,0.20093116402044667,-0.18872846914440466,0.7932004124951033,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),44.521,8.009999999999999e-35,genome_blast,TRUE,TRUE,candidate,0.022,ok,FALSE
LOC134683354,dlog_max_force,change,primary,44,0.1942001190883951,0.20125980615547395,0.1880103779409192,0.7932004124951033,Protein SAAL1 (Synoviocyte proliferation-associated in collagen-induced arthritis protein 1) (SPACIA1),35.909,2.0300000000000002e-71,genome_blast,FALSE,TRUE,candidate,0.133,ok,FALSE
LOC134715138,dlog_max_force,change,primary,44,0.22388709241602614,0.2088027024518663,0.15800900302657825,0.7982041154213645,"Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9)",82.419,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134695901,dlog_max_force,change,primary,44,0.14412128224457788,0.21047173192702648,0.19911447508805777,0.7982041154213645,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-II) (Small inducible cytokine subfamily E member 1)],44.136,8.490000000000001e-85,genome_blast,FALSE,TRUE,candidate,0.311,caution,FALSE
LOC134695612,dlog_max_force,change,primary,44,0.2620620618714714,0.22125316078474433,0.16806216865685175,0.8108826213544894,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.968,2.7099999999999996e-118,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134706748,dlog_max_force,change,primary,44,0.1350970436086233,0.22431302416338886,0.1833914612184667,0.8108826213544894,Byssal HSP-like protein 1,98.116,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134697396,dlog_max_force,change,primary,44,0.11319074329770014,0.22591754624801694,0.31719991424784,0.8108826213544894,"Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)",59.416,0,genome_blast,FALSE,TRUE,candidate,0.178,ok,FALSE
LOC134687162,dlog_max_force,change,primary,44,0.14550978753991362,0.23423363017352697,0.205252931657884,0.8116656217271823,Glutathione S-transferase A4 (EC 2.5.1.18) (GST A4-4) (GSTA4-4) (GST class-alpha member 4) (Glutathione S-transferase 5.7) (GST 5.7),42.081,7.579999999999999e-46,genome_blast,FALSE,TRUE,candidate,0.4,caution,FALSE
LOC134697661,dlog_max_force,change,primary,44,0.13614695023673884,0.24213379911022215,0.28177767398332826,0.8116656217271823,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",64.23,0,genome_blast,FALSE,TRUE,candidate,0.156,ok,FALSE
LOC134701697,dlog_max_force,change,primary,44,0.24012248949318615,0.2460940121415264,0.2577645126759444,0.8116656217271823,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.23,6.08e-104,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134685510,dlog_max_force,change,primary,44,0.14653173254745483,0.24737560846405277,0.3049379833752143,0.8116656217271823,Probable glutathione S-transferase 6 (EC 2.5.1.18) (GST class-sigma),35.961,2.59e-35,genome_blast,FALSE,TRUE,candidate,0.267,caution,FALSE
LOC134686763,dlog_max_force,change,primary,44,0.2079545041755025,0.24942244666901436,0.2307270648241163,0.8116656217271823,Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37),57.925,6.77e-125,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134692391,dlog_max_force,change,primary,44,0.16490516075934838,0.25036452013475274,0.1641154732840891,0.8116656217271823,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),30.388,3.01e-84,genome_blast,FALSE,TRUE,candidate,0.156,ok,FALSE
LOC134715935,dlog_max_force,change,primary,44,0.17717814358257944,0.26708346381349996,0.16580303456942375,0.8390735461923091,Diamine oxidase [copper-containing] (Diamine oxidase) (EC 1.4.3.22) (Amiloride-binding protein 1) (Amine oxidase copper domain-containing protein 1) (Histaminase),36.749,2.8799999999999997e-171,genome_blast,FALSE,TRUE,candidate,0.067,ok,FALSE
LOC134683831,dlog_max_force,change,primary,44,0.07523625245244378,0.2701053350321793,0.19354035794387628,0.8390735461923091,Byssal protein-1,42.458,9.769999999999999e-32,genome_blast,FALSE,TRUE,candidate,0,ok,TRUE
LOC134712495,dlog_max_force,change,primary,44,-0.10948097895753423,0.27134219155472683,-0.12658938475685372,0.8390735461923091,Amine oxidase [flavin-containing] B (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B),58.414,0,genome_blast,FALSE,TRUE,candidate,0.111,ok,FALSE
LOC134711783,dlog_max_force,change,primary,44,0.18194109886501464,0.2872490043393334,0.17030161019496617,0.871918834443545,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],55.876,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
