LOC_ID,metric,scale,tier,n,slope,se,p_lm,baseline_slope,rho_partial,q_lm,q_family,protein_name,blast_pident,blast_evalue,annotation_source,in_TC_DEG_annotation,blast_ok,gene_set,frac_at_floor,floor_flag,byssal_structural
LOC134696926,max_force,log,primary,45,0.1808262085503752,0.31428089914704094,0.5683495540533291,0.27640618890369517,0.050871097190915184,0.9281718548937157,0.9390915237748184,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),32.698,7.85e-102,genome_blast,FALSE,TRUE,candidate,0.065,ok,FALSE
LOC134696794,max_force,log,primary,45,0.056607413555851416,0.09924830680359488,0.5717041540553707,0.2713810705246341,0.037994003176447376,0.9281718548937157,0.9390915237748184,Heat shock protein 70 B2,73.783,0,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134682955,max_force,log,primary,45,-0.09163402518221503,0.16320006119121283,0.577680950738811,0.2667802935952579,-0.09788206173279479,0.9281718548937157,0.9390915237748184,Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1),68,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134723851,max_force,log,primary,45,-0.11999036908468265,0.2183892263853591,0.5858405575807637,0.27979799666977406,-0.17269806247307032,0.9281718548937157,0.9390915237748184,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),29.794,1.75e-83,genome_blast,FALSE,TRUE,candidate,0.283,caution,FALSE
LOC134722070,max_force,log,primary,45,0.11054386862489739,0.20166701229489034,0.5867127094519766,0.2813741572238951,0.05409461731757781,0.9281718548937157,0.9390915237748184,"Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)",55.087,1.6899999999999997e-163,genome_blast,TRUE,TRUE,candidate,0.087,ok,FALSE
LOC134695117,max_force,log,primary,45,-0.12411305164015574,0.23207840170099903,0.5958316522173535,0.25891692216632095,-0.22412504437345246,0.9281718548937157,0.9390915237748184,Heat shock 70 kDa protein 12B,29.751,8.77e-65,genome_blast,FALSE,TRUE,candidate,0.283,caution,FALSE
LOC134716258,max_force,log,primary,45,0.18052664564250784,0.3388646526815486,0.5972364493026308,0.24986748831376357,0.02908040534402906,0.9281718548937157,0.9390915237748184,"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Renal carcinoma antigen NY-REN-42)",42.092,0,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134711517,max_force,log,primary,45,0.11206243888429357,0.21088899816782128,0.5981684228833795,0.2673594315132041,0.12104655108826666,0.9281718548937157,0.9390915237748184,Collagen alpha-1(IV) chain,42.595,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134680972,max_force,log,primary,45,-0.07280181466365007,0.13881450996665176,0.6029312622294722,0.26934529044116307,-0.15726968714564787,0.9281718548937157,0.9390915237748184,Collagen alpha-6(VI) chain,28.454,2.71e-51,genome_blast,FALSE,TRUE,candidate,0.391,caution,FALSE
LOC134712250,max_force,log,primary,45,-0.295310692010853,0.575245849183678,0.6105926487631412,0.3237045570467097,-0.09808297066584387,0.9281718548937157,0.9390915237748184,"Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)",59.414,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134681223,max_force,log,primary,45,-0.0829610838518895,0.16265773042515616,0.6129016955657989,0.2927478590442159,-0.11450421506600188,0.9281718548937157,0.9390915237748184,Glutathione hydrolase 1 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 1) (Gamma-glutamyltranspeptidase 1) (GGT 1) (EC 2.3.2.2) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) (CD antigen CD224) [Cleaved into: Glutathione hydrolase 1 heavy chain; Glutathione hydrolase 1 light chain],50.551,4.1399999999999994e-173,genome_blast,FALSE,TRUE,candidate,0.109,ok,FALSE
LOC134715627,max_force,log,primary,45,0.09474568265549844,0.1872113377310067,0.6156428252237227,0.26707350296700233,0.0990857368248619,0.9281718548937157,0.9390915237748184,Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase) (HsPEK),37.084,0,genome_blast,FALSE,TRUE,candidate,0.239,caution,FALSE
LOC134707834,max_force,log,primary,45,-0.07510786293508605,0.1490315431335972,0.6171156773526936,0.28632065689591385,0.055497226180325585,0.9281718548937157,0.9390915237748184,Collagen alpha-2(I) chain (Alpha-2 type I collagen),36.596,5.68e-41,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134710805,max_force,log,primary,45,-0.19975193201443314,0.4034899501780079,0.6233352088763422,0.2463001628483007,-0.09721284660516533,0.9281718548937157,0.9390915237748184,Tubulin-specific chaperone C (Tubulin-folding cofactor C) (CFC),41.104,1.06e-83,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134714868,max_force,log,primary,45,0.10213687467230881,0.20646088173618687,0.6235850757937205,0.2945198720781515,-0.05287844907457564,0.9281718548937157,0.9390915237748184,Dual oxidase 1 (EC 1.11.1.-) (EC 1.6.3.1),39.764,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134695781,max_force,log,primary,45,0.0913697228534756,0.18531319469237162,0.6247381386164303,0.29586897346283725,0.06669727697067983,0.9281718548937157,0.9390915237748184,97 kDa heat shock protein (Heat shock protein 110),49.022,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134693929,max_force,log,primary,45,0.13035655783562347,0.26569435494275,0.6264402796527586,0.2824977540487945,0.08181942144251221,0.9281718548937157,0.9390915237748184,Collagen alpha-4(VI) chain,24.664,2.03e-81,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134721377,max_force,log,primary,45,0.10853743613372278,0.22340304405567926,0.6298014094807795,0.2772941109357199,0.05979067520786026,0.9281718548937157,0.9390915237748184,"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Renal carcinoma antigen NY-REN-42)",62.668,0,genome_blast,TRUE,TRUE,candidate,0.022,ok,FALSE
LOC134724501,max_force,log,primary,45,0.13605616162096265,0.2841650708558064,0.634759676444138,0.27215925722549267,0.0721835718184022,0.9281718548937157,0.9390915237748184,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),52.511,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134695956,max_force,log,primary,45,-0.06989656037206138,0.14618122590014027,0.6352128801508716,0.2805622870296313,-0.08194997064748266,0.9281718548937157,0.9390915237748184,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),29.83,3.0900000000000002e-77,genome_blast,FALSE,TRUE,candidate,0.196,ok,FALSE
LOC134707670,max_force,log,primary,45,-0.13023732480446187,0.273045436371674,0.6360380838315502,0.29488198378448316,-0.08611598528527256,0.9281718548937157,0.9390915237748184,Amine oxidase (EC 1.4.3.-),46.226,0,genome_blast,FALSE,TRUE,candidate,0.217,caution,FALSE
LOC134707467,max_force,log,primary,45,0.052908214154807974,0.1134555178611929,0.6435705295718072,0.2555271935828833,0.09910023475637438,0.9329179953260875,0.9419020578572805,Dual oxidase 1 (EC 1.11.1.-) (EC 1.6.3.1),41.748,0,genome_blast,TRUE,TRUE,candidate,0.174,ok,FALSE
LOC134709977,max_force,log,primary,45,0.16866850774997338,0.3688610478137475,0.6500152569392341,0.2939954857971212,0.1701000908726835,0.9329179953260875,0.9437031744628053,Heat shock protein HSP 90-alpha,82.207,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134681855,max_force,log,primary,45,-0.06926240272330157,0.15166802228133774,0.6504408333946825,0.2781883574882808,-0.11138391016124115,0.9329179953260875,0.9437031744628053,Byssal protein-3,60,2.7e-51,genome_blast,FALSE,TRUE,candidate,0.283,caution,TRUE
LOC134715908,max_force,log,primary,45,-0.10025942779538945,0.22883875985566188,0.6637146314869082,0.2841529581979455,-0.065104031476112,0.937151472573579,0.9467876510988275,Dye-decolorizing peroxidase YfeX (EC 1.11.1.-),32.313,6.41e-33,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134711684,max_force,log,primary,45,0.11658013961634879,0.26822510498093827,0.6662225675802225,0.3040167181902997,-0.08062889575431531,0.937151472573579,0.9467876510988275,Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (HSPK 21) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2) (NimA-like protein kinase 1),67.803,9.28e-132,genome_blast,FALSE,TRUE,candidate,0.109,ok,FALSE
LOC134714798,max_force,log,primary,45,-0.26940806112981436,0.621235270068497,0.6669211277144782,0.311077772238208,-0.05240980522688337,0.937151472573579,0.9467876510988275,"Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta) (HIF-1-beta) (HIF1-beta)",63.573,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134687071,max_force,log,primary,45,-0.09067409403024855,0.21082916707338364,0.6695023391705324,0.2921199221348742,-0.09926571184019628,0.937151472573579,0.9467876510988275,Glutathione S-transferase P (EC 2.5.1.18) (GST P1-1) (GST class-pi),49.515,1.7e-62,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134695816,max_force,log,primary,45,0.07809660425398655,0.18510488193443372,0.6754113362976695,0.26944249213252497,0.005302459182368976,0.937151472573579,0.9467876510988275,Glutathione S-transferase C-terminal domain-containing protein,35.09,3.73e-114,genome_blast,FALSE,TRUE,candidate,0.239,caution,FALSE
LOC134696725,max_force,log,primary,45,-0.058386838907037955,0.13856255807135018,0.6757944881905092,0.26777716963153186,-0.02066124574543045,0.937151472573579,0.9467876510988275,Heat shock 70 kDa protein 12A,34.076,3.17e-102,genome_blast,FALSE,TRUE,candidate,0.087,ok,FALSE
LOC134714939,max_force,log,primary,45,-0.11470224856894853,0.2800603357734139,0.6843676911655211,0.27219909846370866,-0.08430144121864358,0.9389471654255593,0.9467876510988275,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)",69.481,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134725540,max_force,log,primary,45,-0.16237457390067958,0.40537514001314534,0.6909345323975388,0.26659944823235093,-0.04998028425701527,0.9389471654255593,0.9467876510988275,Calcium-regulated heat-stable protein 1 (Calcium-regulated heat-stable protein of 24 kDa) (CRHSP-24),64.423,3.71e-45,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134710997,max_force,log,primary,45,-0.04117062435356418,0.10306280256015579,0.6917253387804966,0.27097167622661295,0.019596246764837934,0.9389471654255593,0.9467876510988275,"Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Alu corepressor 1) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)",58.48,3.25e-68,genome_blast,TRUE,TRUE,candidate,0.022,ok,FALSE
LOC134705706,max_force,log,primary,45,-0.07418689024826194,0.19282422211785075,0.7025213610056678,0.2758237066633553,-0.03815936095025221,0.9389471654255593,0.9467876510988275,Collagen alpha-1(V) chain,38.346,3.87e-53,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134681253,max_force,log,primary,45,-0.15200006350952314,0.39885690076537145,0.7052052388388239,0.2735494230145579,-0.026656129523515166,0.9389471654255593,0.9467876510988275,Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein),55.072,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134716115,max_force,log,primary,45,0.07241734514416616,0.1905920239212168,0.7060365137382296,0.28031789844202754,0.06994343882666947,0.9389471654255593,0.9467876510988275,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),31.854,9.86e-105,genome_blast,FALSE,TRUE,candidate,0.217,caution,FALSE
LOC134706576,max_force,log,primary,45,-0.09792871504063282,0.2588249029660204,0.7072157626123186,0.270729388889302,-0.07470634595079557,0.9389471654255593,0.9467876510988275,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60)",75.226,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134711397,max_force,log,primary,45,0.11438045411186304,0.3103374767425446,0.7144430059564659,0.29067125783959846,0.08722738347916628,0.9389471654255593,0.9467876510988275,Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1) (p38),46.199,4.119999999999999e-101,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134697114,max_force,log,primary,45,-0.08029017281955628,0.21801726370537347,0.7146601361245088,0.27785097225667443,0.009893289137059641,0.9389471654255593,0.9467876510988275,Heat shock 70 kDa protein 12A,36.48,2.4699999999999997e-110,genome_blast,FALSE,TRUE,candidate,0.174,ok,FALSE
LOC134721812,max_force,log,primary,45,0.11271966290736678,0.3164185793854717,0.7235838905528988,0.3088717095097411,0.05608722075523903,0.9389471654255593,0.9467876510988275,Glutathione peroxidase (GPx) (GSHPx) (EC 1.11.1.9),42.857,7.5e-46,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134682252,max_force,log,primary,45,0.10488163360843679,0.2964168482191525,0.7253709087064675,0.2693864743903886,-0.011912149211731195,0.9389471654255593,0.9467876510988275,"Thioredoxin reductase 1, cytoplasmic (TR) (EC 1.8.1.9) (Gene associated with retinoic and interferon-induced mortality 12 protein) (GRIM-12) (Gene associated with retinoic and IFN-induced mortality 12 protein) (KM-102-derived reductase-like factor) (Peroxidase TXNRD1) (EC 1.11.1.2) (Thioredoxin reductase TR1)",60.233,0,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134712215,max_force,log,primary,45,0.12024514323208589,0.3400408466213275,0.7255284381764567,0.2757250250440117,0.14361793760910765,0.9389471654255593,0.9467876510988275,Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2),59.817,1.99e-96,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134706835,max_force,log,primary,45,-0.07639367089582376,0.21799879651848283,0.7279005254715725,0.2714768332574947,0.02040803359006385,0.9389471654255593,0.9467876510988275,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),30.912,2.0799999999999996e-96,genome_blast,FALSE,TRUE,candidate,0.087,ok,FALSE
LOC134726949,max_force,log,primary,45,0.07425060703710766,0.21407298887540163,0.7305707731263036,0.264572249319276,0.09529927199304336,0.9389471654255593,0.9467876510988275,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),33.549,2.84e-94,genome_blast,FALSE,TRUE,candidate,0.304,caution,FALSE
LOC134692000,max_force,log,primary,45,-0.06096033674230059,0.17942356067694945,0.7358628700439787,0.27067200098646715,-0.11794536953931321,0.9389471654255593,0.9467876510988275,"Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)",59.242,0,genome_blast,FALSE,TRUE,candidate,0.109,ok,FALSE
LOC134715138,max_force,log,primary,45,0.0678570152572885,0.20850423918053554,0.7465826724444644,0.26467838905554714,0.0469835513591093,0.9389471654255593,0.9467876510988275,"Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9)",82.419,0,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134696122,max_force,log,primary,45,-0.038071787534640335,0.11707676512629173,0.7467780421231387,0.27072632089226717,-0.1190175009035438,0.9389471654255593,0.9467876510988275,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),32.053,2.09e-71,genome_blast,FALSE,TRUE,candidate,0.152,ok,FALSE
LOC134716273,max_force,log,primary,45,0.08200929587437795,0.25309576324910465,0.7476506916298573,0.2718353961803737,0.19233429332505492,0.9389471654255593,0.9467876510988275,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),53.182,0,genome_blast,FALSE,TRUE,candidate,0.13,ok,FALSE
LOC134696251,max_force,log,primary,45,-0.09444310213663135,0.29573696801126,0.7511667506802517,0.27025908705187746,-0.11528358309720584,0.9389471654255593,0.9467876510988275,Heat shock 70 kDa protein 12B,26.508,5.52e-69,genome_blast,FALSE,TRUE,candidate,0.109,ok,FALSE
LOC134706228,max_force,log,primary,45,-0.05401600536756863,0.17159958572658118,0.7546071874294085,0.2886717050020699,0.0211650224118315,0.9389471654255593,0.9467876510988275,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),31.628,4.1099999999999997e-94,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134721921,max_force,log,primary,45,-0.061442030617551026,0.19677817866042027,0.7565214650025769,0.26630025429857107,-0.10578549168820124,0.9389471654255593,0.9467876510988275,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.654,1.1099999999999999e-94,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134686883,max_force,log,primary,45,-0.033789404697345884,0.10954863195573934,0.7593875481330221,0.2660553244676374,-0.15807557377615455,0.9389471654255593,0.9467876510988275,Lysine-specific histone demethylase 1A (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2) ([histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A),76.331,0,genome_blast,FALSE,TRUE,candidate,0.174,ok,FALSE
LOC134700327,max_force,log,primary,45,-0.07061495359055239,0.23966118636499242,0.7698278756346398,0.2621608801629025,-0.07309588578057023,0.9396208929137534,0.9467876510988275,Glutathione peroxidase 7 (GPx-7) (GSHPx-7) (EC 1.11.1.9),44.848,3.51e-48,genome_blast,TRUE,TRUE,candidate,0.109,ok,FALSE
LOC134715543,max_force,log,primary,45,0.06240471059147803,0.2127839996698298,0.7708651899338812,0.277699079378568,-0.025924223749855133,0.9396208929137534,0.9467876510988275,Hsp70-Hsp90 organising protein (PfHOP) (Stress-inducible protein 1),42.735,7.819999999999999e-24,genome_blast,FALSE,TRUE,candidate,0.348,caution,FALSE
LOC134724896,max_force,log,primary,45,-0.051719873541740104,0.17925496955010453,0.7744714789010595,0.27217033283685343,0.01573566905076661,0.9396208929137534,0.9467876510988275,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),32.258,5.599999999999999e-105,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134680608,max_force,log,primary,45,-0.029223226563893694,0.10148563596827714,0.7749064734388325,0.2740019993088316,-0.0085252617394711,0.9396208929137534,0.9467876510988275,Collagen alpha-6(VI) chain,26.399,1.0499999999999999e-66,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134694726,max_force,log,primary,45,-0.06046218954151937,0.22040128050945593,0.7852806500648309,0.27721034257596333,-0.05276909471894675,0.9469095187728666,0.9505392057889943,"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)",21.013,3.1799999999999998e-24,genome_blast,FALSE,TRUE,candidate,0.065,ok,FALSE
LOC134707902,max_force,log,primary,45,0.05823997618701025,0.21557673313160397,0.7884625076634626,0.2669474193679891,0.08508205804619891,0.9469095187728666,0.9505392057889943,"Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)",69.421,0,genome_blast,FALSE,TRUE,candidate,0.043,ok,FALSE
LOC134708209,max_force,log,primary,45,0.058038868757660164,0.23761531545667472,0.8083133546755382,0.27670470721326124,0.19342732447686348,0.9599661279563275,0.95395223265666,Protein LZIC (Leucine zipper and CTNNBIP1 domain-containing protein) (Leucine zipper and ICAT homologous domain-containing protein),66.316,6.269999999999999e-68,genome_blast,FALSE,TRUE,candidate,0.37,caution,FALSE
LOC134686270,max_force,log,primary,45,0.11953057345656037,0.4971413975320456,0.8112518748240511,0.28242131792194813,0.08029694134329032,0.9599661279563275,0.95395223265666,Heat shock 70 kDa protein 14,46.094,2.0599999999999997e-153,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134707837,max_force,log,primary,45,-0.030660481361844138,0.1294844199328402,0.8140598779727377,0.2817035950922529,0.019351177768481696,0.9599661279563275,0.95395223265666,Collagen alpha-2(I) chain (Alpha-2 type I collagen),32.4,3.4e-34,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134722108,max_force,log,primary,45,-0.033577513014111764,0.14225014758887278,0.8146326105764852,0.27972528201487407,0.01700513103134536,0.9599661279563275,0.95395223265666,Collagen alpha-1(XXI) chain,30.966,4.49e-39,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134712049,max_force,log,primary,45,-0.05596866215007352,0.25153504742884447,0.8250793370888996,0.2789282050523935,-0.11886554285323962,0.9633446560783543,0.9571675800498245,"3'(2'),5'-bisphosphate nucleotidase 1 (EC 3.1.3.7) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase) (Bisphosphate 3'-nucleotidase 1) (BPntase 1) (HsPIP) (Inositol-polyphosphate 1-phosphatase) (EC 3.1.3.57)",52.597,4.66e-114,genome_blast,FALSE,TRUE,candidate,0.217,caution,FALSE
LOC134722197,max_force,log,primary,45,-0.05543923102140083,0.259093513493062,0.8316822541676083,0.28597994744145044,-0.004997954302616618,0.9633446560783543,0.9576398565413299,Proteasome assembly chaperone 2 (Tumor necrosis factor superfamily member 5-induced protein 1 homolog),41.392,5.8000000000000006e-71,genome_blast,FALSE,TRUE,candidate,0.065,ok,FALSE
LOC134710195,max_force,log,primary,45,-0.04524415868072986,0.21203914183176895,0.8321448968690884,0.27231064240976965,-0.016323144394339035,0.9633446560783543,0.9576398565413299,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),31.962,1.97e-44,genome_blast,FALSE,TRUE,candidate,0.109,ok,FALSE
LOC134713829,max_force,log,primary,45,0.01146007323493892,0.05393892567651081,0.8328517544581788,0.2878655890940222,-0.014085037712348472,0.9633446560783543,0.9576398565413299,Mussel byssus collagen-like protein 3,45.455,8.87e-46,genome_blast,FALSE,TRUE,candidate,0.043,ok,FALSE
LOC134706604,max_force,log,primary,45,-0.0642679622843796,0.32342669609216,0.8435222679116062,0.2791083788937673,0.08853752927554955,0.9647806773384933,0.958141328364816,Heat shock 70 kDa protein 12B,28.832,1.3e-59,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134708582,max_force,log,primary,45,-0.0612415044074763,0.3181653668844871,0.8483625074021099,0.27882278248891784,-0.021487730270532527,0.9647806773384933,0.958141328364816,Mitochondrial glutathione transporter SLC25A40 (Solute carrier family 25 member 40),51.549,7.3299999999999995e-121,genome_blast,FALSE,TRUE,candidate,0.043,ok,FALSE
LOC134685164,max_force,log,primary,45,0.029832428289546357,0.15594936206643967,0.8492864503111038,0.27599206301542917,0.04892681246468864,0.9647806773384933,0.958141328364816,Heat shock 70 kDa protein 12A,31.04,3.47e-78,genome_blast,FALSE,TRUE,candidate,0.326,caution,FALSE
LOC134712179,max_force,log,primary,45,-0.06545153851706002,0.3493514626278094,0.8523563222655732,0.2853286155743167,-0.033290972122379636,0.9647806773384933,0.958141328364816,D-aminoacyl-tRNA deacylase 1 (DTD) (EC 3.1.1.96) (DNA-unwinding element-binding protein B) (DUE-B) (Gly-tRNA(Ala) deacylase) (Histidyl-tRNA synthase-related),53.488,2.39e-58,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134725897,max_force,log,primary,45,-0.030145260499971415,0.16196301070023733,0.8533119935025717,0.2799198802877169,-0.0559001728643195,0.9647806773384933,0.958141328364816,Glyoxalase 3 (EC 4.2.1.130) (Glutathione-independent glyoxalase),34.649,3.8800000000000005e-33,genome_blast,TRUE,TRUE,candidate,0,ok,FALSE
LOC134717772,max_force,log,primary,45,0.034177753124715236,0.19350507477487497,0.8607173229170676,0.27286584772045414,0.0036346166945297343,0.9687894531488069,0.9601779913430399,Heat shock 70 kDa protein 12A,29.747,2.44e-43,genome_blast,FALSE,TRUE,candidate,0.109,ok,FALSE
LOC134718954,max_force,log,primary,45,0.04761041393866564,0.3000505133717174,0.8747440289555066,0.28037932211306266,-0.010955799378269357,0.9801819253028221,0.9715077489727088,DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2),70.38,1.5999999999999997e-159,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134714554,max_force,log,primary,45,0.030427262917551972,0.21876968820945414,0.8900998731990217,0.28380869561175875,0.1467584988354833,0.9856021281262161,0.9740061670783099,Lysyl oxidase homolog 2B (EC 1.4.3.13) (Lysyl oxidase-like protein 2B),42.547,3.03e-77,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134686081,max_force,log,primary,45,-0.0050805882594385544,0.038887530357198725,0.896725158788551,0.2774112491147539,0.05381280286311889,0.9856021281262161,0.9740061670783099,Mussel byssus collagen-like protein 3,44.162,4.29e-43,genome_blast,FALSE,TRUE,candidate,0.152,ok,FALSE
LOC134696058,max_force,log,primary,45,0.025835661342816143,0.19902613826405327,0.8973836590311581,0.27360437377177305,0.07930651492773934,0.9856021281262161,0.9740061670783099,Heat shock 70 kDa protein 12B,29.459,1.21e-86,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
LOC134695661,max_force,log,primary,45,-0.023482460684718567,0.18421135225619817,0.8992189789424592,0.2753023654719053,-0.0882573993824638,0.9856021281262161,0.9740061670783099,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),34.961,3.68e-115,genome_blast,FALSE,TRUE,candidate,0.13,ok,FALSE
LOC134708000,max_force,log,primary,45,0.02440966168986676,0.1935269977668372,0.9002766165823423,0.28127360439363314,-0.0198173165912552,0.9856021281262161,0.9740061670783099,Foot protein 13,76.238,4.1199999999999995e-47,genome_blast,FALSE,TRUE,candidate,0.109,ok,TRUE
LOC134721333,max_force,log,primary,45,-0.01582577635768198,0.1385172847767802,0.9096247766804162,0.27052941675810027,0.09323701164636751,0.9856021281262161,0.9766417017176161,Glutathione S-transferase (EC 2.5.1.18) (GST class-sigma),44.608,5.1699999999999996e-54,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134721566,max_force,log,primary,45,0.061884943885792534,0.5482964423357366,0.9107144484442038,0.2782405935064556,0.03656338547678705,0.9856021281262161,0.9766417017176161,Heat shock factor protein (HSF) (Heat shock transcription factor) (HSTF),39.909,2.07e-89,genome_blast,FALSE,TRUE,candidate,0,ok,FALSE
LOC134721919,max_force,log,primary,45,0.028958400924585435,0.26406348973383686,0.9132377815762172,0.2808494330388016,0.0428665856496193,0.9856021281262161,0.9766417017176161,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.28,5.22e-88,genome_blast,FALSE,TRUE,candidate,0.022,ok,FALSE
