LOC_ID,metric,scale,tier,n_threads,n_mussel,slope_mixed,p_mixed,q_mixed,protein_name,blast_pident,blast_evalue,annotation_source,in_TC_DEG_annotation,blast_ok,gene_set
LOC134725897,max_force,log,primary,136,45,-0.031645917910467336,0.8457733539009193,0.9605842164214061,Glyoxalase 3 (EC 4.2.1.130) (Glutathione-independent glyoxalase),34.649,3.8800000000000005e-33,genome_blast,TRUE,TRUE,candidate
LOC134717772,max_force,log,primary,136,45,0.03578834467706308,0.8539707088030272,0.9655254410340532,Heat shock 70 kDa protein 12A,29.747,2.44e-43,genome_blast,FALSE,TRUE,candidate
LOC134712179,max_force,log,primary,136,45,-0.06182233910007865,0.860190085817006,0.9681960158747466,D-aminoacyl-tRNA deacylase 1 (DTD) (EC 3.1.1.96) (DNA-unwinding element-binding protein B) (DUE-B) (Gly-tRNA(Ala) deacylase) (Histidyl-tRNA synthase-related),53.488,2.39e-58,genome_blast,FALSE,TRUE,candidate
LOC134718954,max_force,log,primary,136,45,0.04665496710050098,0.8771753533778213,0.9799605750189208,DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2),70.38,1.5999999999999995e-159,genome_blast,FALSE,TRUE,candidate
LOC134696058,max_force,log,primary,136,45,0.027581531917473902,0.8902886651043479,0.9799605750189208,Heat shock 70 kDa protein 12B,29.459,1.21e-86,genome_blast,FALSE,TRUE,candidate
LOC134686081,max_force,log,primary,136,45,-0.00526013064583863,0.8930151431751957,0.9799605750189208,Mussel byssus collagen-like protein 3,44.162,4.29e-43,genome_blast,FALSE,TRUE,candidate
LOC134695661,max_force,log,primary,136,45,-0.023828828488697742,0.8976964592163416,0.9799605750189208,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),34.961,3.68e-115,genome_blast,FALSE,TRUE,candidate
LOC134708000,max_force,log,primary,136,45,0.024634480404217785,0.8993238250903992,0.9799605750189208,Foot protein 13,76.238,4.119999999999999e-47,genome_blast,FALSE,TRUE,candidate
LOC134714554,max_force,log,primary,136,45,0.027113771331359855,0.9016367367283389,0.9799605750189208,Lysyl oxidase homolog 2B (EC 1.4.3.13) (Lysyl oxidase-like protein 2B),42.547,3.03e-77,genome_blast,FALSE,TRUE,candidate
LOC134721919,max_force,log,primary,136,45,0.03192986337346653,0.9041056212617842,0.9799605750189208,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.28,5.22e-88,genome_blast,FALSE,TRUE,candidate
LOC134721566,max_force,log,primary,136,45,0.0644128115852204,0.907012832753407,0.9799605750189208,Heat shock factor protein (HSF) (Heat shock transcription factor) (HSTF),39.909,2.07e-89,genome_blast,FALSE,TRUE,candidate
LOC134725351,max_force,log,primary,136,45,-0.04682857577917735,0.9092018679715806,0.9799605750189208,Peroxiredoxin-like 2A (Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes) (Protein PAMM) (Redox-regulatory protein FAM213A),50,3.98e-57,genome_blast,FALSE,TRUE,candidate
LOC134721333,max_force,log,primary,136,45,-0.015784689606063627,0.9098258946101927,0.9799605750189208,Glutathione S-transferase (EC 2.5.1.18) (GST class-sigma),44.608,5.1699999999999996e-54,genome_blast,FALSE,TRUE,candidate
LOC134682504,max_force,log,primary,136,45,-0.014236975553971729,0.9155239340287943,0.9799605750189208,Collagen alpha-3(VI) chain,28.114,1.95e-67,genome_blast,TRUE,TRUE,candidate
LOC134722782,max_force,log,primary,136,45,-0.017358621626385247,0.9174929686432126,0.9799605750189208,Collagen alpha-3(VI) chain,31.563,1.1999999999999999e-46,genome_blast,FALSE,TRUE,candidate
LOC134708353,max_force,log,primary,136,45,0.018604571169122106,0.9383045321041616,0.989820719892258,Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8),89.655,0,genome_blast,TRUE,TRUE,candidate
LOC134701699,max_force,log,primary,136,45,0.017563125956696696,0.9385800663861206,0.989820719892258,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.651,2.7900000000000003e-117,genome_blast,FALSE,TRUE,candidate
LOC134696139,max_force,log,primary,136,45,0.033587971415730535,0.9408488007890035,0.989820719892258,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.541,6.359999999999999e-104,genome_blast,FALSE,TRUE,candidate
LOC134710182,max_force,log,primary,136,45,-0.00953789808033007,0.9562189824032028,0.989820719892258,Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1) (Sphingosine-1-phosphate phosphohydrolase 1) (SPP-1),32.949,2.25e-65,genome_blast,FALSE,TRUE,candidate
LOC134696108,max_force,log,primary,136,45,-0.020874406706594368,0.9586359620032197,0.989820719892258,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.093,4.07e-103,genome_blast,FALSE,TRUE,candidate
LOC134706982,max_force,log,primary,136,45,0.005282045466921516,0.9591980544922869,0.989820719892258,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),27.607,2.05e-64,genome_blast,FALSE,TRUE,candidate
LOC134716158,max_force,log,primary,136,45,0.010820201355281396,0.9625137534644994,0.989820719892258,Collagen alpha-1(XXII) chain,38.974,1.25e-28,genome_blast,FALSE,TRUE,candidate
LOC134697966,max_force,log,primary,136,45,0.007104951861677395,0.9649922253224381,0.989820719892258,"Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS) (Prolyl-tRNA synthetase 2, mitochondrial)",49.879,2.3899999999999998e-149,genome_blast,FALSE,TRUE,candidate
LOC134681360,max_force,log,primary,136,45,0.009227026173963586,0.9674401386882395,0.989820719892258,Collagen alpha-4(VI) chain,24.053,7.569999999999999e-31,genome_blast,FALSE,TRUE,candidate
LOC134718987,max_force,log,primary,136,45,-0.005998625577030325,0.9733712427554841,0.989820719892258,Collagen alpha-4(VI) chain,37.113,1.94e-29,genome_blast,FALSE,TRUE,candidate
LOC134720932,max_force,log,primary,136,45,-0.002196751370432455,0.9734683827817927,0.989820719892258,Byssal peroxidase-like protein 2,35.518,8.489999999999998e-107,genome_blast,TRUE,TRUE,candidate
LOC134727535,max_force,log,primary,136,45,-0.004885459203519584,0.9770424178400822,0.989820719892258,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),28.838,2.33e-50,genome_blast,FALSE,TRUE,candidate
LOC134693434,max_force,log,primary,136,45,-0.003801320039480911,0.9779901933596811,0.989820719892258,"Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 [Includes: Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3); Procollagen glycosyltransferase (EC 2.4.1.50) (EC 2.4.1.66) (Galactosylhydroxylysine-glucosyltransferase) (Procollagen galactosyltransferase) (Procollagen glucosyltransferase)]",50.98,0,genome_blast,FALSE,TRUE,candidate
LOC134696696,max_force,log,primary,136,45,0.0013024703966353877,0.9917233244397198,0.9947473067814587,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.177,4.48e-76,genome_blast,FALSE,TRUE,candidate
LOC134725998,max_force,log,primary,136,45,0.0013887907216646044,0.9917690711235827,0.9947473067814587,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.114,2.1699999999999998e-98,genome_blast,FALSE,TRUE,candidate
LOC134687550,max_force,log,primary,136,45,0.0014629305831646454,0.9947473067814587,0.9947473067814587,"Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)",70.5,2.48e-93,genome_blast,FALSE,TRUE,candidate
LOC134718612,pad_area,log,primary,136,45,-0.3695882519317592,4.5382048636157115e-4,0.11390894207675435,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.227,2.65e-91,genome_blast,FALSE,TRUE,candidate
LOC134697300,pad_area,log,primary,136,45,-0.23460412535468891,0.006033005496591202,0.6823536518032747,Byssal HSP-like protein 1,81.517,0,genome_blast,TRUE,TRUE,candidate
LOC134727424,pad_area,log,primary,136,45,-0.4209184488185701,0.00827536706365257,0.6823536518032747,Glutathione S-transferase theta-1 (EC 2.5.1.18) (GST class-theta-1),41.071,5.52e-51,genome_blast,FALSE,TRUE,candidate
LOC134725948,pad_area,log,primary,136,45,0.5202366214837046,0.010874161781725494,0.6823536518032747,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),27.229,1.3e-63,genome_blast,FALSE,TRUE,candidate
LOC134718500,pad_area,log,primary,136,45,0.6527388449825433,0.014718052744494219,0.6885585554200088,"RalA-binding protein 1 (RalBP1) (Cytocentrin) (Dinitrophenyl S-glutathione ATPase) (DNP-SG ATPase) (EC 7.6.2.2, EC 7.6.2.3) (Ral-interacting protein 1)",50.853,8.94e-81,genome_blast,FALSE,TRUE,candidate
LOC134720932,pad_area,log,primary,136,45,-0.0883327884562208,0.020442205151433,0.6885585554200088,Byssal peroxidase-like protein 2,35.518,8.489999999999998e-107,genome_blast,TRUE,TRUE,candidate
LOC134711397,pad_area,log,primary,136,45,0.4472715095197242,0.020722699931474832,0.6885585554200088,Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1) (p38),46.199,4.1199999999999986e-101,genome_blast,FALSE,TRUE,candidate
LOC134710195,pad_area,log,primary,136,45,-0.30596668309704067,0.022250419198574328,0.6885585554200088,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),31.962,1.97e-44,genome_blast,FALSE,TRUE,candidate
LOC134710805,pad_area,log,primary,136,45,-0.54384465843404906,0.028257317825224233,0.6885585554200088,Tubulin-specific chaperone C (Tubulin-folding cofactor C) (CFC),41.104,1.06e-83,genome_blast,FALSE,TRUE,candidate
LOC134694421,pad_area,log,primary,136,45,-0.2986185664828922,0.028941793035969592,0.6885585554200088,Byssal calumenin-like protein 1,95.71,0,genome_blast,FALSE,TRUE,candidate
LOC134691221,pad_area,log,primary,136,45,-0.38884573663547345,0.030762486133388296,0.6885585554200088,Glutathione S-transferase A (GST-A) (EC 2.5.1.18) (GST class-theta),46.445,4.44e-65,genome_blast,TRUE,TRUE,candidate
LOC134696625,pad_area,log,primary,136,45,-0.35224746215066394,0.032919134123665754,0.6885585554200088,Heat shock 70 kDa protein 12A,33.874,2.95e-94,genome_blast,FALSE,TRUE,candidate
LOC134724473,pad_area,log,primary,136,45,-0.34773683861145455,0.04005537383162786,0.7330487334355147,Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D),53.269,0,genome_blast,FALSE,TRUE,candidate
LOC134687071,pad_area,log,primary,136,45,-0.271410507948516,0.04088718035098489,0.7330487334355147,Glutathione S-transferase P (EC 2.5.1.18) (GST P1-1) (GST class-pi),49.515,1.7e-62,genome_blast,FALSE,TRUE,candidate
LOC134706604,pad_area,log,primary,136,45,-0.40745082414700934,0.0481965223825664,0.8064884745349444,Heat shock 70 kDa protein 12B,28.832,1.3e-59,genome_blast,FALSE,TRUE,candidate
LOC134728119,pad_area,log,primary,136,45,-0.22166119573458434,0.05763383284249645,0.843400940038897,Collagen alpha-1(XXII) chain,35.678,1.43e-29,genome_blast,TRUE,TRUE,candidate
LOC134682955,pad_area,log,primary,136,45,-0.19500130989043907,0.061707494029051235,0.843400940038897,Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1),68,0,genome_blast,TRUE,TRUE,candidate
LOC134686270,pad_area,log,primary,136,45,-0.6212017865456253,0.06542592962732274,0.843400940038897,Heat shock 70 kDa protein 14,46.094,2.0599999999999994e-153,genome_blast,FALSE,TRUE,candidate
LOC134725473,pad_area,log,primary,136,45,-0.2408238758243474,0.07004186875983621,0.843400940038897,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase (EC 1.5.3.13) (Polyamine oxidase),27.754,4.3e-51,genome_blast,FALSE,TRUE,candidate
LOC134712109,pad_area,log,primary,136,45,-0.3045001020559077,0.07523692279672395,0.843400940038897,Glutathione peroxidase 2 (GPx-2) (GSHPx-2) (EC 1.11.1.9) (Glutathione peroxidase-gastrointestinal) (GPx-GI) (GSHPx-GI) (Phospholipid hydroperoxide glutathione peroxidase GPX2) (EC 1.11.1.12),58.152,2.78e-79,genome_blast,FALSE,TRUE,candidate
LOC134681253,pad_area,log,primary,136,45,0.4397965240980887,0.08398580594226188,0.843400940038897,Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein),55.072,0,genome_blast,FALSE,TRUE,candidate
LOC134721829,pad_area,log,primary,136,45,-0.12568388806700398,0.08849782520537357,0.843400940038897,Microsomal glutathione S-transferase 1 (Microsomal GST-1) (EC 2.5.1.18) (Microsomal GST-I),52.903,1.8e-47,genome_blast,FALSE,TRUE,candidate
LOC134712215,pad_area,log,primary,136,45,-0.3719618121098848,0.09552135644731538,0.843400940038897,Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2),59.817,1.99e-96,genome_blast,TRUE,TRUE,candidate
LOC134697168,pad_area,log,primary,136,45,-0.35422511922616745,0.09931720238970096,0.843400940038897,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),34.073,3.8299999999999996e-118,genome_blast,TRUE,TRUE,candidate
LOC134708000,pad_area,log,primary,136,45,-0.19953805318501655,0.10458529356123354,0.843400940038897,Foot protein 13,76.238,4.119999999999999e-47,genome_blast,FALSE,TRUE,candidate
LOC134684257,pad_area,log,primary,136,45,-0.29893076548451647,0.1048698167605058,0.843400940038897,"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (FK506-binding protein 4) (FKBP-4) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]",53.846,8.92e-146,genome_blast,TRUE,TRUE,candidate
LOC134706569,pad_area,log,primary,136,45,-0.16117589723951437,0.10883081749392168,0.843400940038897,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),48.094,0,genome_blast,FALSE,TRUE,candidate
LOC134687560,pad_area,log,primary,136,45,-0.2582441554734287,0.11389081952354921,0.843400940038897,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1),67.974,4.69e-70,genome_blast,TRUE,TRUE,candidate
LOC134696251,pad_area,log,primary,136,45,-0.3105392404144874,0.1143408678214767,0.843400940038897,Heat shock 70 kDa protein 12B,26.508,5.52e-69,genome_blast,FALSE,TRUE,candidate
LOC134711684,pad_area,log,primary,136,45,-0.2619558487058127,0.11461041598695212,0.843400940038897,Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (HSPK 21) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2) (NimA-like protein kinase 1),67.803,9.28e-132,genome_blast,FALSE,TRUE,candidate
LOC134680973,pad_area,log,primary,136,45,-0.10861749188863865,0.12592703979010786,0.843400940038897,Collagen alpha-6(VI) chain,27.119,9.8e-34,genome_blast,TRUE,TRUE,candidate
LOC134725558,pad_area,log,primary,136,45,0.2632163533232708,0.13095908320451646,0.843400940038897,Dual oxidase maturation factor 1 (Dual oxidase activator 1) (Numb-interacting protein),36.145,3.11e-54,genome_blast,FALSE,TRUE,candidate
LOC134694058,pad_area,log,primary,136,45,-0.20181010055732704,0.13614223470199777,0.843400940038897,Byssal peroxidase-like protein 1,35.343,4.299999999999999e-97,genome_blast,FALSE,TRUE,candidate
LOC134686782,pad_area,log,primary,136,45,-0.24734282974009322,0.13706843685384706,0.843400940038897,Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4),74.429,3.4599999999999986e-119,genome_blast,FALSE,TRUE,candidate
LOC134712049,pad_area,log,primary,136,45,-0.23892958820952687,0.13825013811707787,0.843400940038897,"3'(2'),5'-bisphosphate nucleotidase 1 (EC 3.1.3.7) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase) (Bisphosphate 3'-nucleotidase 1) (BPntase 1) (HsPIP) (Inositol-polyphosphate 1-phosphatase) (EC 3.1.3.57)",52.597,4.66e-114,genome_blast,FALSE,TRUE,candidate
LOC134697060,pad_area,log,primary,136,45,-0.2587797258650546,0.13949515362830853,0.843400940038897,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),31.587,3.499999999999999e-107,genome_blast,FALSE,TRUE,candidate
LOC134711163,pad_area,log,primary,136,45,0.5402818348502015,0.14337174240726913,0.843400940038897,Endothelial PAS domain-containing protein 1 (EPAS-1) (Basic-helix-loop-helix-PAS protein MOP2) (Class E basic helix-loop-helix protein 73) (bHLHe73) (HIF-1-alpha-like factor) (HLF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha) (Member of PAS protein 2) (PAS domain-containing protein 2),31.496,5.17e-50,genome_blast,FALSE,TRUE,candidate
LOC134714392,pad_area,log,primary,136,45,-0.22209232632116852,0.14592834721877,0.843400940038897,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),67.936,0,genome_blast,TRUE,TRUE,candidate
LOC134695816,pad_area,log,primary,136,45,-0.17259198566352923,0.14749987363927117,0.843400940038897,Glutathione S-transferase C-terminal domain-containing protein,35.09,3.73e-114,genome_blast,FALSE,TRUE,candidate
LOC134706577,pad_area,log,primary,136,45,-0.27093235004139904,0.14891047764274226,0.843400940038897,"10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)",65.657,4.74e-43,genome_blast,TRUE,TRUE,candidate
LOC134718614,pad_area,log,primary,136,45,-0.19992504575323344,0.15383841938874054,0.843400940038897,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.522,3.69e-50,genome_blast,FALSE,TRUE,candidate
LOC134707640,pad_area,log,primary,136,45,-0.10489654353420394,0.15641367663607256,0.843400940038897,Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Glutathione-dependent peroxiredoxin) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx),69.683,8.46e-108,genome_blast,FALSE,TRUE,candidate
LOC134686763,pad_area,log,primary,136,45,-0.2163319146421906,0.1602772635213356,0.843400940038897,Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37),57.925,6.77e-125,genome_blast,TRUE,TRUE,candidate
LOC134711730,pad_area,log,primary,136,45,0.13726663269264702,0.16460476327780588,0.843400940038897,"Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS) [Cleaved into: T1-TrpRS; T2-TrpRS]",72.864,0,genome_blast,FALSE,TRUE,candidate
LOC134715482,pad_area,log,primary,136,45,-0.3636535988452893,0.16695930946516133,0.843400940038897,Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA),68.493,3.86e-27,genome_blast,TRUE,TRUE,candidate
LOC134706747,pad_area,log,primary,136,45,-0.18423216709187393,0.1724645278176944,0.843400940038897,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS),63.306,0,genome_blast,FALSE,TRUE,candidate
LOC134693929,pad_area,log,primary,136,45,-0.23343349335382757,0.18181651317656028,0.843400940038897,Collagen alpha-4(VI) chain,24.664,2.03e-81,genome_blast,FALSE,TRUE,candidate
LOC134692848,pad_area,log,primary,136,45,-0.18738232313113423,0.18189571491804263,0.843400940038897,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),33.494,1.9199999999999998e-95,genome_blast,FALSE,TRUE,candidate
LOC134689775,pad_area,log,primary,136,45,-0.3504583827265803,0.18366119597544966,0.843400940038897,Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase),41.655,0,genome_blast,FALSE,TRUE,candidate
LOC134695774,pad_area,log,primary,136,45,0.2271486339159461,0.18370612963044025,0.843400940038897,Heat shock 70 kDa protein 12A,31.936,2.66e-79,genome_blast,FALSE,TRUE,candidate
LOC134706982,pad_area,log,primary,136,45,-0.0875546642043315,0.18370697616460382,0.843400940038897,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),27.607,2.05e-64,genome_blast,FALSE,TRUE,candidate
LOC134721812,pad_area,log,primary,136,45,-0.2523112788902797,0.1851576237986666,0.843400940038897,Glutathione peroxidase (GPx) (GSHPx) (EC 1.11.1.9),42.857,7.5e-46,genome_blast,FALSE,TRUE,candidate
LOC134697339,pad_area,log,primary,136,45,-0.19429045678172852,0.18656623616350937,0.843400940038897,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.23,9.420000000000001e-104,genome_blast,FALSE,TRUE,candidate
LOC134725998,pad_area,log,primary,136,45,-0.11189213659452842,0.1886393812805986,0.843400940038897,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),32.114,2.1699999999999998e-98,genome_blast,FALSE,TRUE,candidate
LOC134693958,pad_area,log,primary,136,45,0.18240720170744895,0.19669618044105355,0.843400940038897,Superoxide dismutase [Mn] (EC 1.15.1.1),47.291,1.94e-63,genome_blast,FALSE,TRUE,candidate
LOC134721918,pad_area,log,primary,136,45,-0.22740367301008793,0.19899776049177936,0.843400940038897,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.228,2.63e-102,genome_blast,FALSE,TRUE,candidate
LOC134682928,pad_area,log,primary,136,45,-0.12923485818394256,0.19975840531480532,0.843400940038897,"Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)",60.054,0,genome_blast,FALSE,TRUE,candidate
LOC134706345,pad_area,log,primary,136,45,-0.17816685782120384,0.199878619941824,0.843400940038897,Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1),63.744,0,genome_blast,TRUE,TRUE,candidate
LOC134711376,pad_area,log,primary,136,45,-0.16835494283576516,0.20232105554962102,0.843400940038897,Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha),37.415,4.789999999999999e-110,genome_blast,TRUE,TRUE,candidate
LOC134682488,pad_area,log,primary,136,45,-0.08690492620602305,0.20335241700612608,0.843400940038897,Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain),30.756,7.309999999999999e-60,genome_blast,TRUE,TRUE,candidate
LOC134681360,pad_area,log,primary,136,45,-0.18159867110830333,0.20840871286233426,0.843400940038897,Collagen alpha-4(VI) chain,24.053,7.569999999999999e-31,genome_blast,FALSE,TRUE,candidate
LOC134686963,pad_area,log,primary,136,45,-0.2987159885163397,0.21048374480022178,0.843400940038897,Probable assembly chaperone of rpl4,32.857,2.89e-26,genome_blast,FALSE,TRUE,candidate
LOC134680609,pad_area,log,primary,136,45,-0.1639453981281033,0.215039595342937,0.843400940038897,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),30.769,1.67e-89,genome_blast,FALSE,TRUE,candidate
LOC134712179,pad_area,log,primary,136,45,-0.27330752125367586,0.21737974609514682,0.843400940038897,D-aminoacyl-tRNA deacylase 1 (DTD) (EC 3.1.1.96) (DNA-unwinding element-binding protein B) (DUE-B) (Gly-tRNA(Ala) deacylase) (Histidyl-tRNA synthase-related),53.488,2.39e-58,genome_blast,FALSE,TRUE,candidate
LOC134716273,pad_area,log,primary,136,45,0.20148393399382541,0.2184106020021048,0.843400940038897,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),53.182,0,genome_blast,FALSE,TRUE,candidate
LOC134717772,pad_area,log,primary,136,45,0.14856710968501105,0.2289876511136678,0.8708469762050094,Heat shock 70 kDa protein 12A,29.747,2.44e-43,genome_blast,FALSE,TRUE,candidate
LOC134726949,pad_area,log,primary,136,45,-0.171254898782513,0.24223544889428691,0.9074790697382987,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),33.549,2.84e-94,genome_blast,FALSE,TRUE,candidate
LOC134701697,pad_area,log,primary,136,45,-0.18222911692113777,0.25001842065772023,0.9228621115454085,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),31.23,6.08e-104,genome_blast,FALSE,TRUE,candidate
LOC134709977,pad_area,log,primary,136,45,0.2671064665546268,0.2593963394309832,0.9282309622730543,Heat shock protein HSP 90-alpha,82.207,0,genome_blast,TRUE,TRUE,candidate
LOC134707467,pad_area,log,primary,136,45,0.08043774865584027,0.26198909703554674,0.9282309622730543,Dual oxidase 1 (EC 1.11.1.-) (EC 1.6.3.1),41.748,0,genome_blast,TRUE,TRUE,candidate
LOC134720720,pad_area,log,primary,136,45,-0.15346829256872407,0.26368869967803954,0.9282309622730543,Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R) (p28),39.738,2.5899999999999994e-52,genome_blast,FALSE,TRUE,candidate
LOC134724501,pad_area,log,primary,136,45,-0.20343273231976952,0.2681682834390383,0.9282309622730543,Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter),52.511,0,genome_blast,FALSE,TRUE,candidate
LOC134710470,pad_area,log,primary,136,45,0.10485678974723671,0.2728810487215997,0.9282309622730543,Tubulin-specific chaperone E (Tubulin-folding cofactor E),43.103,1.11e-138,genome_blast,FALSE,TRUE,candidate
LOC134697127,pad_area,log,primary,136,45,-0.2698751735586943,0.27366171796098016,0.9282309622730543,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),33.807,1.68e-109,genome_blast,TRUE,TRUE,candidate
LOC134706848,pad_area,log,primary,136,45,-0.24390947550299885,0.2798090307923869,0.9307870153030787,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),29.375,2.28e-84,genome_blast,FALSE,TRUE,candidate
LOC134714403,pad_area,log,primary,136,45,-0.053124764645137955,0.28191487280022187,0.9307870153030787,Phenylalanine--tRNA ligase alpha subunit B (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit B) (PheRS),63.618,0,genome_blast,FALSE,TRUE,candidate
