gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134707973|LOC134707973,49.8453144338093,-0.499496564815422,0.157420571315061,1.49010316087138e-4,0.0100131074893519,LOC134707973,lcl|NC_086374.1_cds_XP_063424240.1_9693,sp,Q91WD2,TRPV6,MOUSE,29.147,645,390,18,373,2259,106,699,1.24e-62,228,reviewed,TRPV6_MOUSE,Transient receptor potential cation channel subfamily V member 6 (TrpV6) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2),Trpv6,Mus musculus (Mouse),767,GO:0005262; GO:0005516; GO:0005886; GO:0006816; GO:0016020; GO:0034704; GO:0035898; GO:0042802; GO:0046872; GO:0051289; GO:0051592; GO:0055074; GO:0070509; GO:0070588; GO:0098703,calcium ion homeostasis [GO:0055074]; calcium ion import [GO:0070509]; calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; parathyroid hormone secretion [GO:0035898]; protein homotetramerization [GO:0051289]; response to calcium ion [GO:0051592],calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872],calcium channel complex [GO:0034704]; membrane [GO:0016020]; plasma membrane [GO:0005886],,"INDUCTION: Up-regulated in intestine by exposure to a low-calcium diet (PubMed:17129178, PubMed:22878123). Down-regulated in intestine in response to a high-calcium diet (PubMed:17129178). {ECO:0000269|PubMed:17129178, ECO:0000269|PubMed:22878123}.",,R-MMU-3295583;,,
gene-LOC134707973|LOC134707973,49.8453144338093,-0.499496564815422,0.157420571315061,1.49010316087138e-4,0.0100131074893519,LOC134707973,lcl|NC_086374.1_cds_XP_063424241.1_9694,sp,Q9R186,TRPV6,RAT,29.349,661,362,20,373,2241,106,699,3.59e-62,226,reviewed,TRPV6_RAT,Transient receptor potential cation channel subfamily V member 6 (TrpV6) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2),Trpv6,Rattus norvegicus (Rat),767,GO:0005227; GO:0005262; GO:0005516; GO:0005886; GO:0006816; GO:0016324; GO:0034704; GO:0035898; GO:0042802; GO:0046872; GO:0051289; GO:0051592; GO:0055074; GO:0070509; GO:0070588; GO:0098703,calcium ion homeostasis [GO:0055074]; calcium ion import [GO:0070509]; calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; parathyroid hormone secretion [GO:0035898]; protein homotetramerization [GO:0051289]; response to calcium ion [GO:0051592],calcium channel activity [GO:0005262]; calcium-activated cation channel activity [GO:0005227]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872],apical plasma membrane [GO:0016324]; calcium channel complex [GO:0034704]; plasma membrane [GO:0005886],,,,R-RNO-3295583;,,Q9R186
gene-LOC134721964|LOC134721964,222.431096516017,-0.39192795752689,0.152358849638263,0.00136344400217157,0.0366442992299153,LOC134721964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134721140|LOC134721140,101.808028905724,-0.5883439080272,0.239270963261808,9.16703433245934e-4,0.0306169607437168,LOC134721140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134715478|LOC134715478,239.569522932967,0.355052420622485,0.108374493911228,1.96933498464306e-4,0.0118415665740474,LOC134715478,lcl|NC_086376.1_cds_XP_063433742.1_18480,sp,O75410,TACC1,HUMAN,36.86,293,151,5,1132,1953,525,802,9.61e-42,166,reviewed,TACC1_HUMAN,Transforming acidic coiled-coil-containing protein 1 (Gastric cancer antigen Ga55) (Taxin-1),TACC1 KIAA1103,Homo sapiens (Human),805,GO:0000226; GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0007052; GO:0008283; GO:0016020; GO:0016922; GO:0021987; GO:0030331; GO:0030374; GO:0030496; GO:0035259; GO:0042974; GO:0042975; GO:0046965; GO:0046966; GO:0051301,cell division [GO:0051301]; cell population proliferation [GO:0008283]; cerebral cortex development [GO:0021987]; microtubule cytoskeleton organization [GO:0000226]; mitotic spindle organization [GO:0007052],nuclear estrogen receptor binding [GO:0030331]; nuclear glucocorticoid receptor binding [GO:0035259]; nuclear receptor binding [GO:0016922]; nuclear receptor coactivator activity [GO:0030374]; nuclear retinoic acid receptor binding [GO:0042974]; nuclear retinoid X receptor binding [GO:0046965]; nuclear thyroid hormone receptor binding [GO:0046966]; peroxisome proliferator activated receptor binding [GO:0042975],centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; midbody [GO:0030496]; nucleus [GO:0005634],,,O75410;,,,Q9Y297; Q14008; P42858; Q9Y316; Q9H788; Q13190; Q8NHU6; O43422; O95619; Q14008; Q9UK45; P62308; Q8NHU6; Q96GD4; Q14008; Q9UK45; A0A0S2Z507; B7Z3H4; Q9Y297; Q92889; Q9Y247; P42858; Q9Y316; Q9H788; O43422; P10827; Q15911-2; Q96MX3; P63059-1; P63059-2
gene-LOC134715478|LOC134715478,239.569522932967,0.355052420622485,0.108374493911228,1.96933498464306e-4,0.0118415665740474,LOC134715478,lcl|NC_086376.1_cds_XP_063433747.1_18483,sp,Q6Y685,TACC1,MOUSE,49.398,166,84,0,1369,1866,606,771,4.72e-41,163,reviewed,TACC1_MOUSE,Transforming acidic coiled-coil-containing protein 1,Tacc1,Mus musculus (Mouse),774,GO:0000226; GO:0005634; GO:0005737; GO:0005813; GO:0007052; GO:0008283; GO:0019904; GO:0021987; GO:0022008; GO:0022027; GO:0030331; GO:0030374; GO:0030496; GO:0032886; GO:0035259; GO:0042974; GO:0042975; GO:0046965; GO:0046966; GO:0051301,cell division [GO:0051301]; cell population proliferation [GO:0008283]; cerebral cortex development [GO:0021987]; interkinetic nuclear migration [GO:0022027]; microtubule cytoskeleton organization [GO:0000226]; mitotic spindle organization [GO:0007052]; neurogenesis [GO:0022008]; regulation of microtubule-based process [GO:0032886],nuclear estrogen receptor binding [GO:0030331]; nuclear glucocorticoid receptor binding [GO:0035259]; nuclear receptor coactivator activity [GO:0030374]; nuclear retinoic acid receptor binding [GO:0042974]; nuclear retinoid X receptor binding [GO:0046965]; nuclear thyroid hormone receptor binding [GO:0046966]; peroxisome proliferator activated receptor binding [GO:0042975]; protein domain specific binding [GO:0019904],centrosome [GO:0005813]; cytoplasm [GO:0005737]; midbody [GO:0030496]; nucleus [GO:0005634],,,,,,
gene-LOC134720616|LOC134720616,143.885590483317,-0.447834784287713,0.146878195572673,2.67680899091238e-4,0.0139937083759893,LOC134720616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134691227|LOC134691227,149.563600487305,1.3728995550648,0.217957161919023,1.71914792370032e-11,2.21655472295761e-8,LOC134691227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134697125|LOC134697125,34.5834190117206,-0.46493785528013,0.188737617524436,0.00136215420522805,0.0366442992299153,LOC134697125,lcl|NC_086386.1_cds_XP_063415246.1_50049,sp,Q96P48,ARAP1,HUMAN,27.496,1182,679,33,1762,5151,345,1400,2.08e-114,401,reviewed,ARAP1_HUMAN,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (Centaurin-delta-2) (Cnt-d2)",ARAP1 CENTD2 KIAA0782,Homo sapiens (Human),1450,GO:0001921; GO:0005096; GO:0005547; GO:0005654; GO:0005737; GO:0005794; GO:0005802; GO:0005829; GO:0005886; GO:0007015; GO:0007165; GO:0008360; GO:0031702; GO:0032580; GO:0043231; GO:0043547; GO:0046872; GO:0051056; GO:0051491; GO:0051497,actin filament organization [GO:0007015]; negative regulation of stress fiber assembly [GO:0051497]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of GTPase activity [GO:0043547]; positive regulation of receptor recycling [GO:0001921]; regulation of cell shape [GO:0008360]; regulation of small GTPase mediated signal transduction [GO:0051056]; signal transduction [GO:0007165],"GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; type 1 angiotensin receptor binding [GO:0031702]",cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802],,,Q96P48;,R-HSA-8849469;R-HSA-8980692;R-HSA-9013148;R-HSA-9013149;,,O00220; P12956; PRO_0000037576 [P27958]
gene-LOC134714888|LOC134714888,42.1535796467808,-0.545651792974336,0.200608945826788,5.21629393619378e-4,0.0211273559635576,LOC134714888,lcl|NC_086376.1_cds_XP_063432641.1_17187,sp,Q7ZYC4,ACBG2,XENLA,57.543,643,269,2,631,2547,86,728,0,776,reviewed,ACBG2_XENLA,Long-chain-fatty-acid--CoA ligase ACSBG2 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 2) (Arachidonate--CoA ligase ACSBG2) (EC 6.2.1.15),acsbg2,Xenopus laevis (African clawed frog),739,GO:0004467; GO:0005524; GO:0005783; GO:0016020; GO:0047676,,arachidonate-CoA ligase activity [GO:0047676]; ATP binding [GO:0005524]; long-chain fatty acid-CoA ligase activity [GO:0004467],endoplasmic reticulum [GO:0005783]; membrane [GO:0016020],,,,,,
gene-LOC134712504|LOC134712504,394.891998012347,0.747476319500488,0.29387695302518,5.9696322806962e-4,0.0226377820213068,LOC134712504,lcl|NC_086375.1_cds_XP_063430194.1_15241,tr,U5Y6N6,U5Y6N6,PERVI,92.994,157,11,0,1,471,1,157,1.89e-105,301,unreviewed,U5Y6N6_PERVI,Myosin,,Perna viridis (Asian green mussel) (Mytilus viridis),157,GO:0005509; GO:0005859,,calcium ion binding [GO:0005509],muscle myosin complex [GO:0005859],NA,NA,NA,NA,,NA
gene-LOC134695224|LOC134695224,25.1327333263349,0.905131498027822,0.396887457530123,9.78564864628426e-4,0.0315293483904266,LOC134695224,lcl|NC_086385.1_cds_XP_063412507.1_46001,sp,O01393,UNC9,CAEEL,37.535,357,215,4,67,1137,24,372,1.7e-66,219,reviewed,UNC9_CAEEL,Innexin unc-9 (Uncoordinated protein 9),unc-9 R12H7.1,Caenorhabditis elegans,386,GO:0005243; GO:0005886; GO:0005911; GO:0005921; GO:0034220; GO:0040017; GO:0051015; GO:0055077,monoatomic ion transmembrane transport [GO:0034220]; positive regulation of locomotion [GO:0040017],actin filament binding [GO:0051015]; gap junction channel activity [GO:0005243]; gap junction hemi-channel activity [GO:0055077],cell-cell junction [GO:0005911]; gap junction [GO:0005921]; plasma membrane [GO:0005886],,,,,,
gene-LOC134714791|LOC134714791,166.730336991811,0.603359300289401,0.178314125526793,5.87390940452634e-5,0.0057015078605999,LOC134714791,lcl|NC_086376.1_cds_XP_063432422.1_16928,sp,Q2KJG3,SYNC,BOVIN,67.096,544,178,1,22,1653,17,559,0,766,reviewed,SYNC_BOVIN,"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)",NARS,Bos taurus (Bovine),559,GO:0003676; GO:0004816; GO:0005524; GO:0005737; GO:0006421,asparaginyl-tRNA aminoacylation [GO:0006421],asparagine-tRNA ligase activity [GO:0004816]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676],cytoplasm [GO:0005737],,,,,,
gene-LOC134706953|LOC134706953,26.3115548821713,1.22757285957181,0.306930107655047,3.38571469774394e-6,6.38255802901845e-4,LOC134706953,lcl|NC_086374.1_cds_XP_063422409.1_7445,sp,A0A7E6FSU6,OXDD,OCTVU,41.667,324,180,3,43,1005,15,332,3.7e-92,281,reviewed,OXDD_OCTVU,D-aspartate oxidase (DASOX) (DASPO) (DDO) (EC 1.4.3.1),DDO LOC115226122,Octopus vulgaris (Common octopus),336,GO:0005782; GO:0008445; GO:0019478; GO:0071949,D-amino acid catabolic process [GO:0019478],D-aspartate oxidase activity [GO:0008445]; FAD binding [GO:0071949],peroxisomal matrix [GO:0005782],,,,,,
gene-LOC134694790|LOC134694790,110.462062552996,-0.616184901266132,0.172466849444412,2.73990617020054e-5,0.00321150214131385,LOC134694790,lcl|NC_086385.1_cds_XP_063411917.1_45901,sp,Q8WXX0,DYH7,HUMAN,67.908,4001,1258,10,70,12039,38,4023,0,5511,reviewed,DYH7_HUMAN,Dynein axonemal heavy chain 7 (Axonemal beta dynein heavy chain 7) (Ciliary dynein heavy chain 7) (Dynein heavy chain-like protein 2) (hDHC2),DNAH7 KIAA0944,Homo sapiens (Human),4024,GO:0003341; GO:0003777; GO:0005509; GO:0005524; GO:0005829; GO:0005858; GO:0005874; GO:0005929; GO:0008569; GO:0016887; GO:0036156; GO:0036159; GO:0045505; GO:0051959; GO:0060285; GO:0060294; GO:0097729,cilium movement [GO:0003341]; cilium movement involved in cell motility [GO:0060294]; cilium-dependent cell motility [GO:0060285]; inner dynein arm assembly [GO:0036159],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; calcium ion binding [GO:0005509]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; microtubule motor activity [GO:0003777]; minus-end-directed microtubule motor activity [GO:0008569],9+2 motile cilium [GO:0097729]; axonemal dynein complex [GO:0005858]; cilium [GO:0005929]; cytosol [GO:0005829]; inner dynein arm [GO:0036156]; microtubule [GO:0005874],,INDUCTION: Up-regulated during ciliogenesis (at protein level). {ECO:0000269|PubMed:11877439}.,Q8WXX0;,,,
gene-LOC134712827|LOC134712827,62.0890447730159,-0.674487452274729,0.236544402805324,2.70293836481621e-4,0.0140335108659182,LOC134712827,lcl|NC_086375.1_cds_XP_063430839.1_15975,sp,Q9TU34,ITPR1,BOVIN,24.726,1003,544,35,16,2736,9,896,2.44e-49,199,reviewed,ITPR1_BOVIN,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5-trisphosphate receptor type 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)",ITPR1,Bos taurus (Bovine),2709,GO:0005220; GO:0005509; GO:0005524; GO:0005789; GO:0005791; GO:0005886; GO:0007338; GO:0015278; GO:0016529; GO:0030141; GO:0030424; GO:0030658; GO:0030667; GO:0035091; GO:0036444; GO:0048471; GO:0051209; GO:0051289; GO:0051480; GO:0070059; GO:0070679; GO:0098793; GO:1903514,calcium import into the mitochondrion [GO:0036444]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; protein homotetramerization [GO:0051289]; regulation of cytosolic calcium ion concentration [GO:0051480]; release of sequestered calcium ion into cytosol [GO:0051209]; release of sequestered calcium ion into cytosol by endoplasmic reticulum [GO:1903514]; single fertilization [GO:0007338],"ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; inositol 1,4,5 trisphosphate binding [GO:0070679]; inositol 1,4,5-trisphosphate-gated calcium channel activity [GO:0005220]; intracellularly gated calcium channel activity [GO:0015278]; phosphatidylinositol binding [GO:0035091]",axon [GO:0030424]; endoplasmic reticulum membrane [GO:0005789]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; rough endoplasmic reticulum [GO:0005791]; sarcoplasmic reticulum [GO:0016529]; secretory granule [GO:0030141]; secretory granule membrane [GO:0030667]; transport vesicle membrane [GO:0030658],,,,,,
gene-LOC134712827|LOC134712827,62.0890447730159,-0.674487452274729,0.236544402805324,2.70293836481621e-4,0.0140335108659182,LOC134712827,lcl|NC_086375.1_cds_XP_063430839.1_15975,sp,Q9TU34,ITPR1,BOVIN,25.648,347,184,7,7120,7959,2352,2691,1.82e-28,130,reviewed,ITPR1_BOVIN,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5-trisphosphate receptor type 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)",ITPR1,Bos taurus (Bovine),2709,GO:0005220; GO:0005509; GO:0005524; GO:0005789; GO:0005791; GO:0005886; GO:0007338; GO:0015278; GO:0016529; GO:0030141; GO:0030424; GO:0030658; GO:0030667; GO:0035091; GO:0036444; GO:0048471; GO:0051209; GO:0051289; GO:0051480; GO:0070059; GO:0070679; GO:0098793; GO:1903514,calcium import into the mitochondrion [GO:0036444]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; protein homotetramerization [GO:0051289]; regulation of cytosolic calcium ion concentration [GO:0051480]; release of sequestered calcium ion into cytosol [GO:0051209]; release of sequestered calcium ion into cytosol by endoplasmic reticulum [GO:1903514]; single fertilization [GO:0007338],"ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; inositol 1,4,5 trisphosphate binding [GO:0070679]; inositol 1,4,5-trisphosphate-gated calcium channel activity [GO:0005220]; intracellularly gated calcium channel activity [GO:0015278]; phosphatidylinositol binding [GO:0035091]",axon [GO:0030424]; endoplasmic reticulum membrane [GO:0005789]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; rough endoplasmic reticulum [GO:0005791]; sarcoplasmic reticulum [GO:0016529]; secretory granule [GO:0030141]; secretory granule membrane [GO:0030667]; transport vesicle membrane [GO:0030658],,,,,,
gene-LOC134712827|LOC134712827,62.0890447730159,-0.674487452274729,0.236544402805324,2.70293836481621e-4,0.0140335108659182,LOC134712827,lcl|NC_086375.1_cds_XP_063430843.1_15977,sp,P11881,ITPR1,MOUSE,24.875,800,469,28,5782,7884,1965,2731,8.51e-52,207,reviewed,ITPR1_MOUSE,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5 trisphosphate receptor) (Inositol 1,4,5-trisphosphate receptor type 1) (Inositol 1,4,5-trisphosphate-binding protein P400) (Protein PCD-6) (Purkinje cell protein 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)",Itpr1 Insp3r Pcd6 Pcp1,Mus musculus (Mouse),2749,GO:0000902; GO:0001666; GO:0005220; GO:0005509; GO:0005524; GO:0005635; GO:0005637; GO:0005730; GO:0005737; GO:0005783; GO:0005789; GO:0005886; GO:0005955; GO:0006816; GO:0007200; GO:0007204; GO:0007207; GO:0007338; GO:0009791; GO:0010976; GO:0014069; GO:0015278; GO:0016020; GO:0016529; GO:0019855; GO:0019903; GO:0019904; GO:0030425; GO:0030658; GO:0030667; GO:0030868; GO:0031088; GO:0031094; GO:0032024; GO:0032469; GO:0032991; GO:0035091; GO:0036444; GO:0042045; GO:0042802; GO:0042803; GO:0043025; GO:0043065; GO:0043066; GO:0044325; GO:0044877; GO:0045202; GO:0048471; GO:0050849; GO:0050882; GO:0051209; GO:0051289; GO:0051480; GO:0051928; GO:0070059; GO:0070679; GO:0071320; GO:0097060; GO:0097421; GO:0098685; GO:0098695; GO:0098793; GO:0098794; GO:0098982; GO:0099105; GO:1903514; GO:1990806; GO:2000347,"calcium import into the mitochondrion [GO:0036444]; calcium ion transport [GO:0006816]; cell morphogenesis [GO:0000902]; cellular response to cAMP [GO:0071320]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; epithelial fluid transport [GO:0042045]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; ion channel modulating, G protein-coupled receptor signaling pathway [GO:0099105]; ligand-gated ion channel signaling pathway [GO:1990806]; liver regeneration [GO:0097421]; negative regulation of apoptotic process [GO:0043066]; negative regulation of calcium-mediated signaling [GO:0050849]; phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway [GO:0007207]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of apoptotic process [GO:0043065]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of insulin secretion [GO:0032024]; positive regulation of neuron projection development [GO:0010976]; post-embryonic development [GO:0009791]; protein homotetramerization [GO:0051289]; regulation of cytosolic calcium ion concentration [GO:0051480]; release of sequestered calcium ion into cytosol [GO:0051209]; release of sequestered calcium ion into cytosol by endoplasmic reticulum [GO:1903514]; response to hypoxia [GO:0001666]; single fertilization [GO:0007338]; voluntary musculoskeletal movement [GO:0050882]","ATP binding [GO:0005524]; calcium channel inhibitor activity [GO:0019855]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; inositol 1,4,5 trisphosphate binding [GO:0070679]; inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels [GO:0098695]; inositol 1,4,5-trisphosphate-gated calcium channel activity [GO:0005220]; intracellularly gated calcium channel activity [GO:0015278]; phosphatidylinositol binding [GO:0035091]; protein domain specific binding [GO:0019904]; protein homodimerization activity [GO:0042803]; protein phosphatase binding [GO:0019903]; protein-containing complex binding [GO:0044877]; transmembrane transporter binding [GO:0044325]",calcineurin complex [GO:0005955]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; GABA-ergic synapse [GO:0098982]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]; nuclear inner membrane [GO:0005637]; nucleolus [GO:0005730]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; platelet dense granule membrane [GO:0031088]; platelet dense tubular network [GO:0031094]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; protein-containing complex [GO:0032991]; sarcoplasmic reticulum [GO:0016529]; Schaffer collateral - CA1 synapse [GO:0098685]; secretory granule membrane [GO:0030667]; smooth endoplasmic reticulum membrane [GO:0030868]; synapse [GO:0045202]; synaptic membrane [GO:0097060]; transport vesicle membrane [GO:0030658],,,,R-MMU-114508;R-MMU-139853;R-MMU-381676;R-MMU-418457;R-MMU-5578775;R-MMU-983695;,,Q8VDN2; Q6PIE5; Q9D1Q6; O35157; P10415
gene-LOC134712827|LOC134712827,62.0890447730159,-0.674487452274729,0.236544402805324,2.70293836481621e-4,0.0140335108659182,LOC134712827,lcl|NC_086375.1_cds_XP_063430843.1_15977,sp,P11881,ITPR1,MOUSE,24.576,944,520,32,199,2769,58,896,5.63e-48,194,reviewed,ITPR1_MOUSE,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5 trisphosphate receptor) (Inositol 1,4,5-trisphosphate receptor type 1) (Inositol 1,4,5-trisphosphate-binding protein P400) (Protein PCD-6) (Purkinje cell protein 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)",Itpr1 Insp3r Pcd6 Pcp1,Mus musculus (Mouse),2749,GO:0000902; GO:0001666; GO:0005220; GO:0005509; GO:0005524; GO:0005635; GO:0005637; GO:0005730; GO:0005737; GO:0005783; GO:0005789; GO:0005886; GO:0005955; GO:0006816; GO:0007200; GO:0007204; GO:0007207; GO:0007338; GO:0009791; GO:0010976; GO:0014069; GO:0015278; GO:0016020; GO:0016529; GO:0019855; GO:0019903; GO:0019904; GO:0030425; GO:0030658; GO:0030667; GO:0030868; GO:0031088; GO:0031094; GO:0032024; GO:0032469; GO:0032991; GO:0035091; GO:0036444; GO:0042045; GO:0042802; GO:0042803; GO:0043025; GO:0043065; GO:0043066; GO:0044325; GO:0044877; GO:0045202; GO:0048471; GO:0050849; GO:0050882; GO:0051209; GO:0051289; GO:0051480; GO:0051928; GO:0070059; GO:0070679; GO:0071320; GO:0097060; GO:0097421; GO:0098685; GO:0098695; GO:0098793; GO:0098794; GO:0098982; GO:0099105; GO:1903514; GO:1990806; GO:2000347,"calcium import into the mitochondrion [GO:0036444]; calcium ion transport [GO:0006816]; cell morphogenesis [GO:0000902]; cellular response to cAMP [GO:0071320]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; epithelial fluid transport [GO:0042045]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; ion channel modulating, G protein-coupled receptor signaling pathway [GO:0099105]; ligand-gated ion channel signaling pathway [GO:1990806]; liver regeneration [GO:0097421]; negative regulation of apoptotic process [GO:0043066]; negative regulation of calcium-mediated signaling [GO:0050849]; phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway [GO:0007207]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of apoptotic process [GO:0043065]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of insulin secretion [GO:0032024]; positive regulation of neuron projection development [GO:0010976]; post-embryonic development [GO:0009791]; protein homotetramerization [GO:0051289]; regulation of cytosolic calcium ion concentration [GO:0051480]; release of sequestered calcium ion into cytosol [GO:0051209]; release of sequestered calcium ion into cytosol by endoplasmic reticulum [GO:1903514]; response to hypoxia [GO:0001666]; single fertilization [GO:0007338]; voluntary musculoskeletal movement [GO:0050882]","ATP binding [GO:0005524]; calcium channel inhibitor activity [GO:0019855]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; inositol 1,4,5 trisphosphate binding [GO:0070679]; inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels [GO:0098695]; inositol 1,4,5-trisphosphate-gated calcium channel activity [GO:0005220]; intracellularly gated calcium channel activity [GO:0015278]; phosphatidylinositol binding [GO:0035091]; protein domain specific binding [GO:0019904]; protein homodimerization activity [GO:0042803]; protein phosphatase binding [GO:0019903]; protein-containing complex binding [GO:0044877]; transmembrane transporter binding [GO:0044325]",calcineurin complex [GO:0005955]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; GABA-ergic synapse [GO:0098982]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]; nuclear inner membrane [GO:0005637]; nucleolus [GO:0005730]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; platelet dense granule membrane [GO:0031088]; platelet dense tubular network [GO:0031094]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; protein-containing complex [GO:0032991]; sarcoplasmic reticulum [GO:0016529]; Schaffer collateral - CA1 synapse [GO:0098685]; secretory granule membrane [GO:0030667]; smooth endoplasmic reticulum membrane [GO:0030868]; synapse [GO:0045202]; synaptic membrane [GO:0097060]; transport vesicle membrane [GO:0030658],,,,R-MMU-114508;R-MMU-139853;R-MMU-381676;R-MMU-418457;R-MMU-5578775;R-MMU-983695;,,Q8VDN2; Q6PIE5; Q9D1Q6; O35157; P10415
