gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134708353|LOC134708353,1159.6054784035,0.358141742825634,0.130420982407218,5.68141508864258e-4,0.0225198595138659,LOC134708353,lcl|NC_086374.1_cds_XP_063424889.1_10490,sp,Q5NVM9,HSP7C,PONAB,89.655,609,63,0,13,1839,4,612,0,1069,reviewed,HSP7C_PONAB,Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8),HSPA8 HSC70,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),646,GO:0000974; GO:0005524; GO:0005634; GO:0005681; GO:0005730; GO:0005765; GO:0005776; GO:0005886; GO:0006397; GO:0008380; GO:0016787; GO:0030425; GO:0030674; GO:0042470; GO:0043195; GO:0045892; GO:0061738; GO:0061740; GO:0072318; GO:0099523; GO:0099524; GO:0140662; GO:1904764; GO:1990832; GO:1990833; GO:1990904,chaperone-mediated autophagy translocation complex disassembly [GO:1904764]; clathrin coat disassembly [GO:0072318]; late endosomal microautophagy [GO:0061738]; mRNA processing [GO:0006397]; negative regulation of DNA-templated transcription [GO:0045892]; protein targeting to lysosome involved in chaperone-mediated autophagy [GO:0061740]; RNA splicing [GO:0008380]; slow axonal transport [GO:1990832],ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; clathrin-uncoating ATPase activity [GO:1990833]; hydrolase activity [GO:0016787]; protein-macromolecule adaptor activity [GO:0030674],autophagosome [GO:0005776]; dendrite [GO:0030425]; lysosomal membrane [GO:0005765]; melanosome [GO:0042470]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic cytosol [GO:0099524]; presynaptic cytosol [GO:0099523]; Prp19 complex [GO:0000974]; ribonucleoprotein complex [GO:1990904]; spliceosomal complex [GO:0005681]; terminal bouton [GO:0043195],,INDUCTION: Constitutively synthesized.,,,,
gene-LOC134725842|LOC134725842,342.867692436347,-0.877865662443476,0.216874883988717,2.30455903915233e-6,4.29612680415002e-4,LOC134725842,lcl|NC_086379.1_cds_XP_063446134.1_30439,sp,Q98925,IRF2,CHICK,54.054,111,50,1,64,393,2,112,4.18e-38,142,reviewed,IRF2_CHICK,Interferon regulatory factor 2 (IRF-2),IRF2,Gallus gallus (Chicken),348,GO:0000978; GO:0000981; GO:0002376; GO:0005634; GO:0006357,immune system process [GO:0002376]; regulation of transcription by RNA polymerase II [GO:0006357],"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]",nucleus [GO:0005634],,,,,,
gene-LOC134718822|LOC134718822,155.863009256578,-0.448129067423905,0.178127595816642,6.59278995323773e-4,0.0249282095590347,LOC134718822,lcl|NC_086373.1_cds_XP_063437669.1_1173,sp,Q16932,STX,APLCA,37.063,143,84,2,349,768,111,250,9.78e-21,93.2,reviewed,STX_APLCA,Syntaxin,,Aplysia californica (California sea hare),290,GO:0000149; GO:0005484; GO:0006886; GO:0008021; GO:0031201; GO:0031629; GO:0048278; GO:0048787,intracellular protein transport [GO:0006886]; synaptic vesicle fusion to presynaptic active zone membrane [GO:0031629]; vesicle docking [GO:0048278],SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149],presynaptic active zone membrane [GO:0048787]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021],,,,,,
gene-LOC134684257|LOC134684257,157.451177698639,-0.439359456736021,0.134964136008324,7.40925475349545e-5,0.00539932600945632,LOC134684257,lcl|NC_086381.1_cds_XP_063399593.1_33839,sp,Q9TRY0,FKBP4,BOVIN,53.846,403,185,1,37,1245,23,424,8.92e-146,426,reviewed,FKBP4_BOVIN,"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (FK506-binding protein 4) (FKBP-4) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]",FKBP4,Bos taurus (Bovine),459,GO:0003755; GO:0005634; GO:0005739; GO:0005829; GO:0005874; GO:0010977; GO:0031111; GO:0044295; GO:0061077,chaperone-mediated protein folding [GO:0061077]; negative regulation of microtubule polymerization or depolymerization [GO:0031111]; negative regulation of neuron projection development [GO:0010977],peptidyl-prolyl cis-trans isomerase activity [GO:0003755],axonal growth cone [GO:0044295]; cytosol [GO:0005829]; microtubule [GO:0005874]; mitochondrion [GO:0005739]; nucleus [GO:0005634],,,,,,P02639
gene-LOC134723522|LOC134723522,157.483704765739,-1.18179877977461,0.690067686494126,0.0017458602389392,0.0463404492560814,LOC134723522,lcl|NC_086373.1_cds_XP_063443183.1_1969,sp,Q9Y493,ZAN,HUMAN,28.087,826,477,30,91,2532,1155,1875,4.2e-68,259,reviewed,ZAN_HUMAN,Zonadhesin,ZAN,Homo sapiens (Human),2812,GO:0005615; GO:0005886; GO:0007339; GO:0031012; GO:0098609,binding of sperm to zona pellucida [GO:0007339]; cell-cell adhesion [GO:0098609],,extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; plasma membrane [GO:0005886],,,Q9Y493;,,,
gene-LOC134723522|LOC134723522,157.483704765739,-1.18179877977461,0.690067686494126,0.0017458602389392,0.0463404492560814,LOC134723522,lcl|NC_086373.1_cds_XP_063443183.1_1969,sp,Q9Y493,ZAN,HUMAN,26.835,395,229,16,1504,2601,1931,2294,8.22e-21,104,reviewed,ZAN_HUMAN,Zonadhesin,ZAN,Homo sapiens (Human),2812,GO:0005615; GO:0005886; GO:0007339; GO:0031012; GO:0098609,binding of sperm to zona pellucida [GO:0007339]; cell-cell adhesion [GO:0098609],,extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; plasma membrane [GO:0005886],,,Q9Y493;,,,
gene-LOC134687277|LOC134687277,22.84621161711,1.74050790240107,0.750648513427465,5.70300833497351e-4,0.0225198595138659,LOC134687277,lcl|NC_086382.1_cds_XP_063403499.1_38680,sp,P42674,BP10,PARLI,38.554,249,140,6,265,984,64,308,8.9e-42,162,reviewed,BP10_PARLI,Blastula protease 10 (EC 3.4.24.-),BP10,Paracentrotus lividus (Common sea urchin),597,GO:0004222; GO:0005576; GO:0005938; GO:0006508; GO:0008270; GO:0048471,proteolysis [GO:0006508],metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270],cell cortex [GO:0005938]; extracellular region [GO:0005576]; perinuclear region of cytoplasm [GO:0048471],,,,,,
gene-LOC134707932|LOC134707932,15.2711218781394,1.38262811236556,0.416765504082929,3.5361174883264e-5,0.00339207128849738,LOC134707932,lcl|NC_086374.1_cds_XP_063424176.1_9618,sp,Q3MHG7,URIC,BOVIN,48.333,300,151,1,7,906,9,304,1.73e-102,305,reviewed,URIC_BOVIN,Uricase (EC 1.7.3.3) (Urate oxidase),UOX,Bos taurus (Bovine),304,GO:0004846; GO:0005777; GO:0006145; GO:0019628,purine nucleobase catabolic process [GO:0006145]; urate catabolic process [GO:0019628],urate oxidase activity [GO:0004846],peroxisome [GO:0005777],,,,,UPA00394;,
gene-LOC134691069|LOC134691069,55.7767254123605,-0.904947982632906,0.27097098579741,3.42193866017529e-5,0.00339207128849738,LOC134691069,lcl|NC_086383.1_cds_XP_063407336.1_41837,sp,Q8BHL8,PSMF1,MOUSE,39.516,248,142,5,1,735,1,243,6.31e-46,158,reviewed,PSMF1_MOUSE,Proteasome inhibitor PI31 subunit,Psmf1,Mus musculus (Mouse),271,GO:0000502; GO:0004866; GO:0005783; GO:0005829; GO:0006511; GO:0042803; GO:0043161; GO:0046982; GO:0048471; GO:0070628; GO:1901799,negative regulation of proteasomal protein catabolic process [GO:1901799]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; ubiquitin-dependent protein catabolic process [GO:0006511],endopeptidase inhibitor activity [GO:0004866]; proteasome binding [GO:0070628]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; perinuclear region of cytoplasm [GO:0048471]; proteasome complex [GO:0000502],,,,R-MMU-1169091;R-MMU-1234176;R-MMU-1236978;R-MMU-174084;R-MMU-174154;R-MMU-174178;R-MMU-174184;R-MMU-187577;R-MMU-195253;R-MMU-202424;R-MMU-2467813;R-MMU-2871837;R-MMU-349425;R-MMU-350562;R-MMU-382556;R-MMU-450408;R-MMU-4608870;R-MMU-4641257;R-MMU-4641258;R-MMU-5358346;R-MMU-5607761;R-MMU-5607764;R-MMU-5610780;R-MMU-5610785;R-MMU-5632684;R-MMU-5658442;R-MMU-5668541;R-MMU-5676590;R-MMU-5687128;R-MMU-5689603;R-MMU-5689880;R-MMU-68867;R-MMU-68949;R-MMU-69017;R-MMU-69481;R-MMU-69601;R-MMU-75815;R-MMU-8852276;R-MMU-8854050;R-MMU-8939236;R-MMU-8939902;R-MMU-8941858;R-MMU-8948751;R-MMU-8951664;R-MMU-9020702;R-MMU-9755511;R-MMU-9762114;R-MMU-983168;,,
gene-LOC134714939|LOC134714939,124.256032621912,0.418112400637087,0.147973580724159,3.16910260248323e-4,0.0148558634277811,LOC134714939,lcl|NC_086376.1_cds_XP_063432732.1_17314,sp,Q9D0R2,SYTC,MOUSE,69.481,675,203,1,133,2148,45,719,0,1032,reviewed,SYTC_MOUSE,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)",Tars1 Tars,Mus musculus (Mouse),722,GO:0004829; GO:0005524; GO:0005737; GO:0006435; GO:0008270; GO:0042802,threonyl-tRNA aminoacylation [GO:0006435],ATP binding [GO:0005524]; identical protein binding [GO:0042802]; threonine-tRNA ligase activity [GO:0004829]; zinc ion binding [GO:0008270],cytoplasm [GO:0005737],,,,,,
gene-LOC134685672|LOC134685672,35.0620597106824,-0.565774337399642,0.199135342073184,2.19607086612656e-4,0.0112125503585162,LOC134685672,lcl|NC_086381.1_cds_XP_063401702.1_35713,sp,P20481,BUCC,APLCA,35.841,226,122,4,124,780,76,285,2.42e-25,107,reviewed,BUCC_APLCA,Buccalin [Cleaved into: Buccalin-D; Buccalin-E; Buccalin-F; Buccalin-G; Buccalin-H; Buccalin-A; Buccalin-I; Buccalin-J; Buccalin-K; Buccalin-L; Buccalin-B (BUCb); Buccalin-M; Buccalin gene-predicted acidic peptide A (BGPAP A); Buccalin-N; Buccalin-O; Buccalin-P; Buccalin-Q; Buccalin-R; Buccalin-C; Buccalin-S; Buccalin gene-predicted acidic peptide B (BGPAP B)],,Aplysia californica (California sea hare),505,GO:0005576; GO:0007218,neuropeptide signaling pathway [GO:0007218],,extracellular region [GO:0005576],,,,,,
gene-LOC134685672|LOC134685672,35.0620597106824,-0.565774337399642,0.199135342073184,2.19607086612656e-4,0.0112125503585162,LOC134685672,lcl|NC_086381.1_cds_XP_063401702.1_35713,sp,P20481,BUCC,APLCA,34.934,229,123,5,103,780,40,245,2.71e-24,104,reviewed,BUCC_APLCA,Buccalin [Cleaved into: Buccalin-D; Buccalin-E; Buccalin-F; Buccalin-G; Buccalin-H; Buccalin-A; Buccalin-I; Buccalin-J; Buccalin-K; Buccalin-L; Buccalin-B (BUCb); Buccalin-M; Buccalin gene-predicted acidic peptide A (BGPAP A); Buccalin-N; Buccalin-O; Buccalin-P; Buccalin-Q; Buccalin-R; Buccalin-C; Buccalin-S; Buccalin gene-predicted acidic peptide B (BGPAP B)],,Aplysia californica (California sea hare),505,GO:0005576; GO:0007218,neuropeptide signaling pathway [GO:0007218],,extracellular region [GO:0005576],,,,,,
gene-LOC134685672|LOC134685672,35.0620597106824,-0.565774337399642,0.199135342073184,2.19607086612656e-4,0.0112125503585162,LOC134685672,lcl|NC_086381.1_cds_XP_063401702.1_35713,sp,P20481,BUCC,APLCA,34.052,232,129,5,124,777,159,380,8.75e-22,97.8,reviewed,BUCC_APLCA,Buccalin [Cleaved into: Buccalin-D; Buccalin-E; Buccalin-F; Buccalin-G; Buccalin-H; Buccalin-A; Buccalin-I; Buccalin-J; Buccalin-K; Buccalin-L; Buccalin-B (BUCb); Buccalin-M; Buccalin gene-predicted acidic peptide A (BGPAP A); Buccalin-N; Buccalin-O; Buccalin-P; Buccalin-Q; Buccalin-R; Buccalin-C; Buccalin-S; Buccalin gene-predicted acidic peptide B (BGPAP B)],,Aplysia californica (California sea hare),505,GO:0005576; GO:0007218,neuropeptide signaling pathway [GO:0007218],,extracellular region [GO:0005576],,,,,,
gene-LOC134710174|LOC134710174,27.2738892650563,-0.830755032551061,0.272012102857436,9.0617270777354e-5,0.00642821276594044,LOC134710174,lcl|NC_086375.1_cds_XP_063426464.1_11518,sp,P49454,CENPF,HUMAN,48.12,133,69,0,1,399,1,133,4.88e-26,123,reviewed,CENPF_HUMAN,Centromere protein F (CENP-F) (AH antigen) (Kinetochore protein CENPF) (Mitosin),CENPF,Homo sapiens (Human),3114,GO:0000278; GO:0000775; GO:0000776; GO:0000785; GO:0000922; GO:0000940; GO:0001822; GO:0003682; GO:0005634; GO:0005635; GO:0005654; GO:0005737; GO:0005813; GO:0005819; GO:0005829; GO:0005930; GO:0007059; GO:0007094; GO:0007517; GO:0008017; GO:0009410; GO:0010389; GO:0015031; GO:0016202; GO:0016363; GO:0021591; GO:0030154; GO:0030496; GO:0031965; GO:0036064; GO:0042803; GO:0045120; GO:0045892; GO:0048471; GO:0051301; GO:0051310; GO:0051382; GO:0070840; GO:0071897; GO:0097539; GO:0140297,cell differentiation [GO:0030154]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA biosynthetic process [GO:0071897]; kidney development [GO:0001822]; kinetochore assembly [GO:0051382]; metaphase chromosome alignment [GO:0051310]; mitotic cell cycle [GO:0000278]; mitotic spindle assembly checkpoint signaling [GO:0007094]; muscle organ development [GO:0007517]; negative regulation of DNA-templated transcription [GO:0045892]; protein transport [GO:0015031]; regulation of G2/M transition of mitotic cell cycle [GO:0010389]; regulation of striated muscle tissue development [GO:0016202]; response to xenobiotic stimulus [GO:0009410]; ventricular system development [GO:0021591],chromatin binding [GO:0003682]; DNA-binding transcription factor binding [GO:0140297]; dynein complex binding [GO:0070840]; microtubule binding [GO:0008017]; protein homodimerization activity [GO:0042803],"axoneme [GO:0005930]; centrosome [GO:0005813]; chromatin [GO:0000785]; chromosome, centromeric region [GO:0000775]; ciliary basal body [GO:0036064]; ciliary transition fiber [GO:0097539]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinetochore [GO:0000776]; midbody [GO:0030496]; nuclear envelope [GO:0005635]; nuclear matrix [GO:0016363]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; outer kinetochore [GO:0000940]; perinuclear region of cytoplasm [GO:0048471]; pronucleus [GO:0045120]; spindle [GO:0005819]; spindle pole [GO:0000922]",,,P49454;,R-HSA-141444;R-HSA-156711;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;,,Q9GZM8; Q8WUM0
gene-LOC134696622|LOC134696622,303.613105929086,0.526781645386465,0.140415299951693,1.0691991795911e-5,0.00153048225421468,LOC134696622,lcl|NC_086386.1_cds_XP_063414562.1_48941,sp,O60841,IF2P,HUMAN,70.358,614,182,0,1867,3708,607,1220,0,936,reviewed,IF2P_HUMAN,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2),EIF5B IF2 KIAA0741,Homo sapiens (Human),1220,GO:0000049; GO:0003723; GO:0003743; GO:0003924; GO:0005525; GO:0005737; GO:0005829; GO:0006413; GO:0006446; GO:0042255; GO:0045202; GO:0046872,regulation of translational initiation [GO:0006446]; ribosome assembly [GO:0042255]; translational initiation [GO:0006413],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]; tRNA binding [GO:0000049],cytoplasm [GO:0005737]; cytosol [GO:0005829]; synapse [GO:0045202],,,O60841;,R-HSA-72706;,,O14602; P14921; P28799; O43933; O76024
gene-LOC134706394|LOC134706394,34.7951713674195,0.625278289305927,0.201267335161379,9.40031289477506e-5,0.00649594035901008,LOC134706394,lcl|NC_086374.1_cds_XP_063421369.1_6231,sp,P13667,PDIA4,HUMAN,52.83,583,269,6,118,1851,64,645,0,615,reviewed,PDIA4_HUMAN,Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72),PDIA4 ERP70 ERP72,Homo sapiens (Human),645,GO:0003723; GO:0003756; GO:0005615; GO:0005783; GO:0005788; GO:0006457; GO:0009306; GO:0009986; GO:0015035; GO:0034976; GO:0042470; GO:0061077,chaperone-mediated protein folding [GO:0061077]; protein folding [GO:0006457]; protein secretion [GO:0009306]; response to endoplasmic reticulum stress [GO:0034976],protein disulfide isomerase activity [GO:0003756]; protein-disulfide reductase activity [GO:0015035]; RNA binding [GO:0003723],cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular space [GO:0005615]; melanosome [GO:0042470],,,P13667;,,,P60410; P59990; Q9BYQ6; P80188; O15232; P23284; PRO_0000025479 [P23284]; Q76353
gene-LOC134685661|LOC134685661,89.7861745075211,-0.422873215873753,0.136515967884373,1.34452622932077e-4,0.00833198456602789,LOC134685661,lcl|NC_086373.1_cds_XP_063401693.1_3726,sp,P22127,RAB10,DIPOM,77.612,201,42,2,1,597,1,200,3.78e-112,321,reviewed,RAB10_DIPOM,Ras-related protein Rab-10 (ORA1),,Diplobatis ommata (Ocellated electric ray) (Discopyge ommata),200,GO:0003924; GO:0005525; GO:0005768; GO:0005789; GO:0005794; GO:0005802; GO:0005929; GO:0006893; GO:0007409; GO:0010008; GO:0016192; GO:0016197; GO:0019003; GO:0030670; GO:0030859; GO:0031489; GO:0032593; GO:0032869; GO:0043001; GO:0045200; GO:0055037; GO:0055038; GO:0071782; GO:0071786; GO:0072659; GO:0097051; GO:1903361,axonogenesis [GO:0007409]; cellular response to insulin stimulus [GO:0032869]; endoplasmic reticulum tubular network organization [GO:0071786]; endosomal transport [GO:0016197]; establishment of neuroblast polarity [GO:0045200]; establishment of protein localization to endoplasmic reticulum membrane [GO:0097051]; Golgi to plasma membrane protein transport [GO:0043001]; Golgi to plasma membrane transport [GO:0006893]; polarized epithelial cell differentiation [GO:0030859]; protein localization to basolateral plasma membrane [GO:1903361]; protein localization to plasma membrane [GO:0072659]; vesicle-mediated transport [GO:0016192],GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; myosin V binding [GO:0031489],cilium [GO:0005929]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]; endosome [GO:0005768]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; insulin-responsive compartment [GO:0032593]; phagocytic vesicle membrane [GO:0030670]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]; trans-Golgi network [GO:0005802],,,,,,
gene-LOC134681010|LOC134681010,95.7467576281373,0.485478927820231,0.20755768076984701,9.6260642185525e-4,0.0313668824292345,LOC134681010,lcl|NC_086380.1_cds_XP_063396426.1_32646,sp,P57759,ERP29,MOUSE,40.625,224,129,4,61,729,32,252,2.44e-44,153,reviewed,ERP29_MOUSE,Endoplasmic reticulum resident protein 29 (ERp29),Erp29,Mus musculus (Mouse),262,GO:0001934; GO:0005783; GO:0005788; GO:0005790; GO:0006888; GO:0009306; GO:0009986; GO:0010628; GO:0010629; GO:0042470; GO:0042803; GO:0050709; GO:0051087; GO:1902235,endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; negative regulation of gene expression [GO:0010629]; negative regulation of protein secretion [GO:0050709]; positive regulation of gene expression [GO:0010628]; positive regulation of protein phosphorylation [GO:0001934]; protein secretion [GO:0009306]; regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902235],protein homodimerization activity [GO:0042803]; protein-folding chaperone binding [GO:0051087],cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; melanosome [GO:0042470]; smooth endoplasmic reticulum [GO:0005790],,,,,,
gene-LOC134724874|LOC134724874,77.6855747502858,0.584376749914471,0.161504273316754,1.66711202690618e-5,0.00202478333449696,LOC134724874,lcl|NC_086379.1_cds_XP_063444253.1_28137,sp,Q6TH15,EIF3D,DANRE,68.561,528,160,4,1,1572,1,526,0,755,reviewed,EIF3D_DANRE,Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7),eif3d eif3s7 si:dkey-165I8.6,Danio rerio (Zebrafish) (Brachydanio rerio),552,GO:0001732; GO:0002191; GO:0003723; GO:0003743; GO:0005852; GO:0006413; GO:0016282; GO:0033290; GO:0098808,cap-dependent translational initiation [GO:0002191]; formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413],mRNA cap binding [GO:0098808]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743],eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852],,,,R-DRE-156827;R-DRE-72689;R-DRE-72695;R-DRE-72702;,,
gene-LOC134721144|LOC134721144,36.8869918960375,1.22517312412436,0.378920917248988,4.70452707959242e-5,0.00405499882473256,LOC134721144,lcl|NC_086378.1_cds_XP_063440012.1_24403,sp,P48416,CP10,LYMST,29.98,497,315,13,226,1680,69,544,2.66e-58,206,reviewed,CP10_LYMST,Cytochrome P450 10 (EC 1.14.-.-) (CYPX),CYP10,Lymnaea stagnalis (Great pond snail) (Helix stagnalis),545,GO:0004497; GO:0005506; GO:0005743; GO:0006700; GO:0006704; GO:0008203; GO:0016705; GO:0020037; GO:0034650; GO:0071375,C21-steroid hormone biosynthetic process [GO:0006700]; cellular response to peptide hormone stimulus [GO:0071375]; cholesterol metabolic process [GO:0008203]; cortisol metabolic process [GO:0034650]; glucocorticoid biosynthetic process [GO:0006704],"heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",mitochondrial inner membrane [GO:0005743],,,,,,
gene-LOC134722108|LOC134722108,165.67900724586,-1.07107078448899,0.329768383505508,4.22903953180354e-5,0.0038089866165098,LOC134722108,lcl|NC_086373.1_cds_XP_063441692.1_1765,sp,Q641F3,COLA1,XENLA,30.966,507,248,14,1,1296,207,686,4.49e-39,161,reviewed,COLA1_XENLA,Collagen alpha-1(XXI) chain,col21a1,Xenopus laevis (African clawed frog),957,GO:0005576; GO:0005581; GO:0005737; GO:0062023,,,collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular region [GO:0005576],,,,,,
gene-LOC134694951|LOC134694951,23.3534789491122,0.791522708376761,0.250824950046747,7.13481205093968e-5,0.00529561605558634,LOC134694951,lcl|NC_086385.1_cds_XP_063412138.1_46734,sp,Q9Z0R9,FADS2,MOUSE,52.381,441,196,3,1,1281,1,441,4.25e-154,446,reviewed,FADS2_MOUSE,Acyl-CoA 6-desaturase (EC 1.14.19.3) (Delta(6) fatty acid desaturase) (D6D) (Delta(6) desaturase) (Delta-6 desaturase) (Fatty acid desaturase 2),Fads2 Fadsd2,Mus musculus (Mouse),444,GO:0002538; GO:0004768; GO:0005789; GO:0006629; GO:0006636; GO:0016020; GO:0016213; GO:0016717; GO:1900409,arachidonic acid metabolite production involved in inflammatory response [GO:0002538]; lipid metabolic process [GO:0006629]; positive regulation of cellular response to oxidative stress [GO:1900409]; unsaturated fatty acid biosynthetic process [GO:0006636],"linoleoyl-CoA desaturase activity [GO:0016213]; oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water [GO:0016717]; stearoyl-CoA 9-desaturase activity [GO:0004768]",endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020],,"INDUCTION: Induced by dietary PUFA-deficient diet. Induced by a fat-free diet and by a diet containing triolein (18:1n-9) as the only fat source. Down-regulated in liver by dietary PUFA. {ECO:0000269|PubMed:11792729, ECO:0000269|PubMed:9867867}.",,R-MMU-2046105;R-MMU-2046106;,UPA00658;,
gene-LOC134715478|LOC134715478,166.358440647453,0.284729890112433,0.0891866586075818,1.77862994645564e-4,0.00997027807747444,LOC134715478,lcl|NC_086376.1_cds_XP_063433742.1_18480,sp,O75410,TACC1,HUMAN,36.86,293,151,5,1132,1953,525,802,9.61e-42,166,reviewed,TACC1_HUMAN,Transforming acidic coiled-coil-containing protein 1 (Gastric cancer antigen Ga55) (Taxin-1),TACC1 KIAA1103,Homo sapiens (Human),805,GO:0000226; GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0007052; GO:0008283; GO:0016020; GO:0016922; GO:0021987; GO:0030331; GO:0030374; GO:0030496; GO:0035259; GO:0042974; GO:0042975; GO:0046965; GO:0046966; GO:0051301,cell division [GO:0051301]; cell population proliferation [GO:0008283]; cerebral cortex development [GO:0021987]; microtubule cytoskeleton organization [GO:0000226]; mitotic spindle organization [GO:0007052],nuclear estrogen receptor binding [GO:0030331]; nuclear glucocorticoid receptor binding [GO:0035259]; nuclear receptor binding [GO:0016922]; nuclear receptor coactivator activity [GO:0030374]; nuclear retinoic acid receptor binding [GO:0042974]; nuclear retinoid X receptor binding [GO:0046965]; nuclear thyroid hormone receptor binding [GO:0046966]; peroxisome proliferator activated receptor binding [GO:0042975],centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; midbody [GO:0030496]; nucleus [GO:0005634],,,O75410;,,,Q9Y297; Q14008; P42858; Q9Y316; Q9H788; Q13190; Q8NHU6; O43422; O95619; Q14008; Q9UK45; P62308; Q8NHU6; Q96GD4; Q14008; Q9UK45; A0A0S2Z507; B7Z3H4; Q9Y297; Q92889; Q9Y247; P42858; Q9Y316; Q9H788; O43422; P10827; Q15911-2; Q96MX3; P63059-1; P63059-2
